"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"1","A tetrasaccharide linker sequence is required for GAG synthesis",0.618473138548539,0.815927623414959,0.289643880125431,0.894016278115278,3280,25,"HSPG2, DCN, NCAN"
"2","ABC transporter disorders",0.157615894039735,0.542834706520249,-0.30331165542742,-1.19493063972304,713,68,"PSMA1, PSMD12, PSMD4, UBB, PSMA3, PSMD9, PSMC3, PSMB2, PSMD7, ABCD1, PSMC5, CFTR, ERLIN1, PSMB7, PSME3, PSME4, RNF5, VCP, PSMD5, PSME1, PSMB6"
"3","ABC-family proteins mediated transport",0.0190454850997087,0.337139544262956,-0.343569096739679,-1.42928449197554,84,91,"PSMA1, ABCA4, PSMD12, PSMD4, UBB, PSMA3, ABCB7, PEX19, PSMD9, PSMC3, PSMB2, PSMD7, ABCG1, ABCF1, ABCD1, PSMC5, CFTR, ERLIN1, ABCC5, PSMB7, PSME3, PEX3, PSME4, RNF5, ABCA6, VCP, PSMD5, PSME1, ABCB9, PSMB6, ABCA8, PSMB4"
"4","ADP signalling through P2Y purinoceptor 1",0.00546448087431694,0.292699724517906,0.619140108261251,1.7650678194997,28,18,"PLA2G4A, P2RY1, GNA11, GNG2, GNG3, GNB4"
"5","ADP signalling through P2Y purinoceptor 12",0.148380952380952,0.540083748899588,0.4841411619918,1.30767950432304,778,15,"GNG2, GNG3, GNB4, GNAI1, GNB5, GNB1, GNG7, GNG13, GNG8, P2RY12"
"6","APC-Cdc20 mediated degradation of Nek2A",0.395199314187741,0.715661953374624,-0.349637822631493,-1.0372283350804,1843,20,"UBB, CDC26, CDC16, ANAPC16, ANAPC1, UBE2D1"
"7","APC/C-mediated degradation of cell cycle proteins",0.0260543166261868,0.35281470361197,-0.362051779838993,-1.43707387075932,117,71,"PSMA1, PSMD12, PSMD4, UBB, CDC26, CDC16, CUL1, ANAPC16, PSMA3, PSMD9, PSMC3, PSMB2, PSMD7, ANAPC1, UBE2D1, PSMC5, SKP2, CDK2, PSMB7, PSME3, PSME4, ANAPC5, PSMD5, PSME1, PSMB6"
"8","APC/C:Cdc20 mediated degradation of Cyclin B",0.240042598509052,0.625810330216354,-0.406523963811432,-1.17263951511434,1126,18,"UBB, CDC26, CDC16, ANAPC16, ANAPC1, UBE2D1, ANAPC5"
"9","APC/C:Cdc20 mediated degradation of Securin",0.0194961664841183,0.337139544262956,-0.385137379313889,-1.48334042665579,88,61,"PSMA1, PSMD12, PSMD4, UBB, CDC26, CDC16, ANAPC16, PSMA3, PSMD9, PSMC3, PSMB2, PSMD7, ANAPC1, UBE2D1, PSMC5, PSMB7, PSME3, PSME4, ANAPC5, PSMD5, PSME1, PSMB6"
"10","APC/C:Cdc20 mediated degradation of mitotic proteins",0.0384951881014873,0.392808041851911,-0.363016519900785,-1.41042290206441,175,63,"PSMA1, PSMD12, PSMD4, UBB, CDC26, CDC16, ANAPC16, PSMA3, PSMD9, PSMC3, PSMB2, PSMD7, ANAPC1, UBE2D1, PSMC5, PSMB7, PSME3, PSME4, ANAPC5, PSMD5, PSME1, PSMB6"
"11","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1",0.0113735783027122,0.332983084459309,-0.391925969220277,-1.52274437277166,51,63,"PSMA1, PSMD12, PSMD4, UBB, CDC26, CDC16, ANAPC16, PSMA3, PSMD9, PSMC3, PSMB2, PSMD7, ANAPC1, UBE2D1, PSMC5, SKP2, PSMB7, PSME3, PSME4, ANAPC5, PSMD5, PSME1, PSMB6"
"12","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint",0.0335232252410167,0.37668850020394,-0.368948770976348,-1.42587027537734,152,62,"PSMA1, PSMD12, PSMD4, UBB, CDC26, CDC16, ANAPC16, PSMA3, PSMD9, PSMC3, PSMB2, PSMD7, ANAPC1, UBE2D1, PSMC5, PSMB7, PSME3, PSME4, ANAPC5, PSMD5, PSME1, PSMB6"
"13","ATF4 activates genes in response to endoplasmic reticulum  stress",0.681001283697047,0.848071337107158,-0.277661430034047,-0.857465584419593,3182,23,"EXOSC2, EXOSC1, EXOSC3, DIS3, ASNS, NFYB, CEBPG, NFYC, ATF6, DCP2"
"14","AUF1 (hnRNP D0) binds and destabilizes mRNA",0.123308598865124,0.537897842964318,-0.338196243201072,-1.25831335666378,564,51,"PSMA1, PSMD12, PSMD4, UBB, PSMA3, PSMD9, PSMC3, PSMB2, PSMD7, PSMC5, PSMB7, PSME3, PSME4, PSMD5, PSME1, PSMB6, PSMB4"
