"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"1","MF","GO:0005178","integrin binding",114,1,0.01,1,0.0071,0.0071,0.0087719298245614
"2","MF","GO:0005096","GTPase activator activity",225,1,0.01,3,0.0141,0.0141,0.00444444444444444
"3","MF","GO:0035091","phosphatidylinositol binding",228,1,0.01,4,0.0143,0.0143,0.0043859649122807
"4","MF","GO:0030695","GTPase regulator activity",242,1,0.02,5,0.0152,0.0152,0.00413223140495868
"5","MF","GO:0060589","nucleoside-triphosphatase regulator acti...",279,1,0.02,6,0.0175,0.0175,0.003584229390681
"6","MF","GO:0005543","phospholipid binding",373,1,0.02,7,0.0234,0.0234,0.00268096514745308
"7","MF","GO:0008047","enzyme activator activity",407,1,0.03,8,0.0255,0.0255,0.00245700245700246
"8","MF","GO:0008289","lipid binding",611,1,0.04,9,0.0383,0.0383,0.0016366612111293
"9","MF","GO:0019901","protein kinase binding",679,1,0.04,10,0.0426,0.0426,0.00147275405007364
"10","MF","GO:0019900","kinase binding",753,1,0.05,11,0.0472,0.0472,0.00132802124833997
"11","MF","GO:0030234","enzyme regulator activity",801,1,0.05,12,0.0502,0.0502,0.00124843945068664
"12","MF","GO:0098772","molecular function regulator",1341,1,0.08,15,0.0841,0.0841,0.000745712155108128
"13","MF","GO:0097367","carbohydrate derivative binding",1926,1,0.12,16,0.1207,0.1207,0.000519210799584631
"14","MF","GO:0019899","enzyme binding",2119,1,0.13,17,0.1328,0.1328,0.00047192071731949
"15","MF","GO:0043168","anion binding",2426,1,0.15,18,0.1521,0.1521,0.000412201154163232
"16","MF","GO:0043167","ion binding",4845,1,0.3,19,0.3037,0.3037,0.000206398348813209
"17","MF","GO:0003674","molecular_function",15952,1,1,22,1,1,6.26880641925777e-05
"18","MF","GO:0005488","binding",10689,1,0.67,21,1,0.6701,9.35541210590327e-05
"19","MF","GO:0005102","signaling receptor binding",1279,1,0.08,14,1,0.0802,0.000781860828772478
"20","MF","GO:0044877","protein-containing complex binding",1105,1,0.07,13,1,0.0693,0.000904977375565611
"21","MF","GO:0050839","cell adhesion molecule binding",212,1,0.01,2,1,0.0133,0.00471698113207547
"22","MF","GO:0005515","protein binding",7581,1,0.48,20,1,0.4752,0.000131908719166337
"23","MF","GO:0000030","mannosyltransferase activity",26,0,0,23,1,1,0
"24","MF","GO:0000049","tRNA binding",54,0,0,24,1,1,0
"25","MF","GO:0000062","fatty-acyl-CoA binding",23,0,0,25,1,1,0
"26","MF","GO:0000149","SNARE binding",112,0,0.01,26,1,1,0
"27","MF","GO:0000166","nucleotide binding",1873,0,0.12,27,1,1,0
"28","MF","GO:0000175","3'-5'-exoribonuclease activity",28,0,0,28,1,1,0
"29","MF","GO:0000217","DNA secondary structure binding",22,0,0,29,1,1,0
"30","MF","GO:0000287","magnesium ion binding",179,0,0.01,30,1,1,0
"31","BP","GO:0060219","camera-type eye photoreceptor cell diffe...",20,1,0,1,0.0012,0.0012,0.05
"32","BP","GO:0050858","negative regulation of antigen receptor-...",23,1,0,2,0.0014,0.0014,0.0434782608695652
"33","BP","GO:0061099","negative regulation of protein tyrosine ...",25,1,0,3,0.0016,0.0016,0.04
"34","BP","GO:0051894","positive regulation of focal adhesion as...",25,1,0,4,0.0016,0.0016,0.04
"35","BP","GO:0002691","regulation of cellular extravasation",26,1,0,5,0.0016,0.0016,0.0384615384615385
"36","BP","GO:0042462","eye photoreceptor cell development",30,1,0,6,0.0019,0.0019,0.0333333333333333
"37","BP","GO:0051281","positive regulation of release of seques...",33,1,0,8,0.0021,0.0021,0.0303030303030303
"38","BP","GO:0070570","regulation of neuron projection regenera...",35,1,0,10,0.0022,0.0022,0.0285714285714286
"39","BP","GO:0050856","regulation of T cell receptor signaling ...",38,1,0,11,0.0024,0.0024,0.0263157894736842
"40","BP","GO:0034113","heterotypic cell-cell adhesion",42,1,0,12,0.0026,0.0026,0.0238095238095238
"41","BP","GO:0043113","receptor clustering",64,1,0,27,0.004,0.004,0.015625
"42","BP","GO:0050771","negative regulation of axonogenesis",66,1,0,28,0.0041,0.0041,0.0151515151515152
"43","BP","GO:0007229","integrin-mediated signaling pathway",83,1,0.01,35,0.0052,0.0052,0.0120481927710843
"44","BP","GO:0002687","positive regulation of leukocyte migrati...",105,1,0.01,43,0.0066,0.0066,0.00952380952380952
"45","BP","GO:0050870","positive regulation of T cell activation",153,1,0.01,61,0.0096,0.0096,0.0065359477124183
"46","BP","GO:0043547","positive regulation of GTPase activity",193,1,0.01,72,0.0121,0.0121,0.00518134715025907
"47","BP","GO:0046777","protein autophosphorylation",229,1,0.01,81,0.0143,0.0143,0.00436681222707424
"48","BP","GO:0030336","negative regulation of cell migration",236,1,0.01,84,0.0147,0.0147,0.00423728813559322
"49","BP","GO:2000146","negative regulation of cell motility",246,1,0.02,88,0.0154,0.0154,0.0040650406504065
"50","BP","GO:0043087","regulation of GTPase activity",269,1,0.02,98,0.0168,0.0168,0.00371747211895911
"51","BP","GO:0051271","negative regulation of cellular componen...",280,1,0.02,103,0.0175,0.0175,0.00357142857142857
"52","BP","GO:0040013","negative regulation of locomotion",293,1,0.02,105,0.0183,0.0183,0.00341296928327645
"53","BP","GO:0071900","regulation of protein serine/threonine k...",387,1,0.02,125,0.0242,0.0242,0.00258397932816537
"54","BP","GO:0001525","angiogenesis",433,1,0.03,135,0.027,0.027,0.0023094688221709
"55","BP","GO:0051345","positive regulation of hydrolase activit...",448,1,0.03,138,0.028,0.028,0.00223214285714286
"56","BP","GO:0048514","blood vessel morphogenesis",528,1,0.03,154,0.033,0.033,0.00189393939393939
"57","BP","GO:0001568","blood vessel development",609,1,0.04,169,0.038,0.038,0.00164203612479475
"58","BP","GO:0001944","vasculature development",638,1,0.04,177,0.0399,0.0399,0.00156739811912226
"59","BP","GO:0072358","cardiovascular system development",650,1,0.04,179,0.0406,0.0406,0.00153846153846154
"60","BP","GO:0035239","tube morphogenesis",768,1,0.05,195,0.048,0.048,0.00130208333333333
"61","CC","GO:0030673","axolemma",20,1,0,1,0.0012,0.0012,0.05
"62","CC","GO:0032809","neuronal cell body membrane",32,1,0,2,0.002,0.002,0.03125
"63","CC","GO:0032590","dendrite membrane",45,1,0,4,0.0028,0.0028,0.0222222222222222
"64","CC","GO:0046658","anchored component of plasma membrane",56,1,0,5,0.0034,0.0034,0.0178571428571429
"65","CC","GO:0030426","growth cone",195,1,0.01,10,0.012,0.012,0.00512820512820513
"66","CC","GO:0030427","site of polarized growth",197,1,0.01,11,0.0121,0.0121,0.0050761421319797
"67","CC","GO:0043209","myelin sheath",207,1,0.01,12,0.0127,0.0127,0.00483091787439614
"68","CC","GO:0016324","apical plasma membrane",261,1,0.02,13,0.016,0.016,0.00383141762452107
"69","CC","GO:0009897","external side of plasma membrane",293,1,0.02,15,0.018,0.018,0.00341296928327645
"70","CC","GO:0045121","membrane raft",330,1,0.02,16,0.0203,0.0203,0.00303030303030303
"71","CC","GO:0098857","membrane microdomain",331,1,0.02,17,0.0203,0.0203,0.00302114803625378
"72","CC","GO:0098589","membrane region",340,1,0.02,18,0.0209,0.0209,0.00294117647058824
"73","CC","GO:0150034","distal axon",341,1,0.02,19,0.021,0.021,0.00293255131964809
"74","CC","GO:0045177","apical part of cell",348,1,0.02,20,0.0214,0.0214,0.0028735632183908
"75","CC","GO:0098552","side of membrane",458,1,0.03,23,0.0282,0.0282,0.00218340611353712
"76","CC","GO:0009986","cell surface",718,1,0.04,28,0.0441,0.0441,0.00139275766016713
"77","CC","GO:0098805","whole membrane",1000,1,0.06,31,0.0615,0.0615,0.001
"78","CC","GO:0005783","endoplasmic reticulum",1479,1,0.09,37,0.0909,0.0909,0.000676132521974307
"79","CC","GO:0005829","cytosol",2942,1,0.18,42,0.1808,0.1808,0.000339904826648538
"80","CC","GO:0012505","endomembrane system",3311,1,0.2,43,0.2035,0.2035,0.000302023557837511
"81","CC","GO:0044444","cytoplasmic part",7355,1,0.45,49,0.4521,0.4521,0.000135961930659415
"82","CC","GO:0043231","intracellular membrane-bounded organelle",8919,1,0.55,50,0.5482,0.5482,0.000112120192846732
"83","CC","GO:0005737","cytoplasm",9467,1,0.58,51,0.5819,0.5819,0.000105630083447766
"84","CC","GO:0043227","membrane-bounded organelle",9476,1,0.58,52,0.5825,0.5825,0.000105529759392149
"85","CC","GO:0043229","intracellular organelle",10300,1,0.63,53,0.6331,0.6331,9.70873786407767e-05
"86","CC","GO:0043226","organelle",10551,1,0.65,54,0.6485,0.6485,9.47777461851957e-05
"87","CC","GO:0005622","intracellular",11650,1,0.72,55,0.7161,0.7161,8.58369098712446e-05
"88","CC","GO:0044424","intracellular part",11650,1,0.72,56,0.7161,0.7161,8.58369098712446e-05
"89","CC","GO:0005623","cell",13068,1,0.8,58,1,0.8032,7.65228037955311e-05
"90","CC","GO:0030424","axon",652,1,0.04,24,1,0.0401,0.00153374233128834
