"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"1","MF","GO:0005178","integrin binding",105,1,0.01,1,0.014,0.014,0.00952380952380952
"2","MF","GO:0050839","cell adhesion molecule binding",197,1,0.03,2,0.026,0.026,0.0050761421319797
"3","MF","GO:0005096","GTPase activator activity",217,1,0.03,3,0.028,0.028,0.00460829493087558
"4","MF","GO:0035091","phosphatidylinositol binding",223,1,0.03,4,0.029,0.029,0.00448430493273543
"5","MF","GO:0030695","GTPase regulator activity",233,1,0.03,5,0.03,0.03,0.00429184549356223
"6","MF","GO:0060589","nucleoside-triphosphatase regulator acti...",269,1,0.04,6,0.035,0.035,0.00371747211895911
"7","MF","GO:0005543","phospholipid binding",363,1,0.05,7,0.047,0.047,0.00275482093663912
"8","MF","GO:0008047","enzyme activator activity",395,1,0.05,8,0.051,0.051,0.00253164556962025
"9","MF","GO:0008289","lipid binding",587,1,0.08,9,0.076,0.076,0.00170357751277683
"10","MF","GO:0019901","protein kinase binding",666,1,0.09,10,0.086,0.086,0.0015015015015015
"11","MF","GO:0019900","kinase binding",737,1,0.1,11,0.095,0.095,0.00135685210312076
"12","MF","GO:0030234","enzyme regulator activity",769,1,0.1,12,0.099,0.099,0.00130039011703511
"13","MF","GO:0003723","RNA binding",958,1,0.13,13,0.122,0.122,0.00104384133611691
"14","MF","GO:0044877","protein-containing complex binding",1068,1,0.14,14,0.136,0.136,0.000936329588014981
"15","MF","GO:0005102","signaling receptor binding",1204,1,0.16,15,0.152,0.152,0.000830564784053156
"16","MF","GO:0098772","molecular function regulator",1286,1,0.17,16,0.162,0.162,0.000777604976671851
"17","MF","GO:0097367","carbohydrate derivative binding",1843,1,0.24,17,0.228,0.228,0.000542593597395551
"18","MF","GO:0019899","enzyme binding",2065,1,0.27,18,0.253,0.253,0.000484261501210654
"19","MF","GO:0043168","anion binding",2337,1,0.31,19,0.284,0.284,0.000427899015832264
"20","MF","GO:0003676","nucleic acid binding",2535,1,0.33,20,0.306,0.306,0.000394477317554241
"21","MF","GO:0005488","binding",10283,2,1.35,21,0.457,0.457,0.000194495769717009
"22","MF","GO:1901363","heterocyclic compound binding",4173,1,0.55,22,0.474,0.474,0.000239635753654445
"23","MF","GO:0097159","organic cyclic compound binding",4235,1,0.56,23,0.479,0.479,0.000236127508854782
"24","MF","GO:0043167","ion binding",4661,1,0.61,24,0.519,0.519,0.000214546234713581
"25","MF","GO:0005515","protein binding",7311,1,0.96,25,0.73,0.73,0.000136780194227876
"26","MF","GO:0003674","molecular_function",15205,2,2,26,1,1,0.000131535679052943
"27","MF","GO:0000030","mannosyltransferase activity",25,0,0,27,1,1,0
"28","MF","GO:0000049","tRNA binding",54,0,0.01,28,1,1,0
"29","MF","GO:0000062","fatty-acyl-CoA binding",24,0,0,29,1,1,0
"30","MF","GO:0000149","SNARE binding",112,0,0.01,30,1,1,0
"31","BP","GO:0050858","negative regulation of antigen receptor-...",20,1,0,1,0.0026,0.0026,0.05
