"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"31","BP","GO:0001523","retinoid metabolic process",22,1,0,1,0.0016,0.0016,0.0454545454545455
"32","BP","GO:0009112","nucleobase metabolic process",29,1,0,4,0.0021,0.0021,0.0344827586206897
"33","BP","GO:0034308","primary alcohol metabolic process",38,1,0,5,0.0028,0.0028,0.0263157894736842
"34","BP","GO:0034754","cellular hormone metabolic process",52,1,0,7,0.0038,0.0038,0.0192307692307692
"35","BP","GO:0009914","hormone transport",257,1,0.02,10,0.0187,0.0187,0.00389105058365759
"36","BP","GO:0072521","purine-containing compound metabolic pro...",392,1,0.03,13,0.0285,0.0285,0.00255102040816327
"47","BP","GO:0042445","hormone metabolic process",121,1,0.01,8,1,0.0088,0.00826446280991736
"48","BP","GO:0006066","alcohol metabolic process",241,1,0.02,9,1,0.0175,0.004149377593361
"55","BP","GO:0016101","diterpenoid metabolic process",24,1,0,2,1,0.0017,0.0416666666666667
"57","BP","GO:1901615","organic hydroxy compound metabolic proce...",338,1,0.02,11,1,0.0245,0.0029585798816568
"60","BP","GO:0006720","isoprenoid metabolic process",45,1,0,6,1,0.0033,0.0222222222222222
