"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"1","MF","GO:0005178","integrin binding",111,2,0.02,1,0.00016,0.00016,0.018018018018018
"2","MF","GO:0005104","fibroblast growth factor receptor bindin...",20,1,0,3,0.00394,0.00394,0.05
"3","MF","GO:0004114","3',5'-cyclic-nucleotide phosphodiesteras...",27,1,0.01,4,0.00531,0.00531,0.037037037037037
"4","MF","GO:0030544","Hsp70 protein binding",42,1,0.01,6,0.00826,0.00826,0.0238095238095238
"5","MF","GO:0051117","ATPase binding",85,1,0.02,9,0.01666,0.01666,0.0117647058823529
"6","MF","GO:0008083","growth factor activity",96,1,0.02,11,0.0188,0.0188,0.0104166666666667
"7","MF","GO:0098772","molecular function regulator",1287,2,0.25,12,0.02023,0.02023,0.00155400155400155
"8","MF","GO:0008201","heparin binding",119,1,0.02,14,0.02327,0.02327,0.00840336134453781
"9","MF","GO:0044325","ion channel binding",123,1,0.02,15,0.02405,0.02405,0.00813008130081301
"10","MF","GO:0043167","ion binding",4664,3,0.92,17,0.02876,0.02876,0.000643224699828473
"11","MF","GO:0005539","glycosaminoglycan binding",164,1,0.03,18,0.03198,0.03198,0.00609756097560976
"12","MF","GO:1901681","sulfur compound binding",197,1,0.04,19,0.03833,0.03833,0.0050761421319797
"13","MF","GO:0097367","carbohydrate derivative binding",1855,2,0.37,20,0.04092,0.04092,0.00107816711590297
"14","MF","GO:0005096","GTPase activator activity",217,1,0.04,21,0.04217,0.04217,0.00460829493087558
"15","MF","GO:0035091","phosphatidylinositol binding",226,1,0.04,22,0.04389,0.04389,0.00442477876106195
"16","MF","GO:0030695","GTPase regulator activity",234,1,0.05,23,0.04542,0.04542,0.00427350427350427
"17","MF","GO:0019899","enzyme binding",2078,2,0.41,24,0.05081,0.05081,0.000962463907603465
"18","MF","GO:0048018","receptor ligand activity",266,1,0.05,25,0.05152,0.05152,0.0037593984962406
"19","MF","GO:0060589","nucleoside-triphosphatase regulator acti...",270,1,0.05,26,0.05228,0.05228,0.0037037037037037
"20","MF","GO:0030545","receptor regulator activity",292,1,0.06,27,0.05646,0.05646,0.00342465753424658
"21","MF","GO:0043168","anion binding",2340,2,0.46,29,0.06362,0.06362,0.000854700854700855
"22","MF","GO:0005543","phospholipid binding",368,1,0.07,30,0.0708,0.0708,0.00271739130434783
"23","MF","GO:0008047","enzyme activator activity",397,1,0.08,31,0.07623,0.07623,0.00251889168765743
"24","MF","GO:0008289","lipid binding",592,1,0.12,33,0.11221,0.11221,0.00168918918918919
"25","MF","GO:0019901","protein kinase binding",667,1,0.13,35,0.12579,0.12579,0.00149925037481259
"26","MF","GO:0019900","kinase binding",736,1,0.15,36,0.13817,0.13817,0.00135869565217391
"27","MF","GO:0030234","enzyme regulator activity",767,1,0.15,37,0.14369,0.14369,0.00130378096479791
"28","MF","GO:0046872","metal ion binding",2941,1,0.58,40,0.4749,0.4749,0.000340020401224073
"29","MF","GO:0005515","protein binding",7336,3,1.45,32,0.47611,0.11193,0.000408942202835333
"30","MF","GO:0043169","cation binding",3022,1,0.6,41,0.48522,0.48522,0.000330906684315023
"31","BP","GO:0071900","regulation of protein serine/threonine k...",372,2,0.07,35,0.0017,0.0017,0.00537634408602151
"32","BP","GO:1902932","positive regulation of alcohol biosynthe...",20,1,0,67,0.0039,0.0039,0.05
"33","BP","GO:0014808","release of sequestered calcium ion into ...",20,1,0,68,0.0039,0.0039,0.05
"34","BP","GO:0002693","positive regulation of cellular extravas...",20,1,0,69,0.0039,0.0039,0.05
"35","BP","GO:0071870","cellular response to catecholamine stimu...",21,1,0,70,0.0041,0.0041,0.0476190476190476
"36","BP","GO:0050858","negative regulation of antigen receptor-...",21,1,0,71,0.0041,0.0041,0.0476190476190476
"37","BP","GO:0009154","purine ribonucleotide catabolic process",21,1,0,72,0.0041,0.0041,0.0476190476190476
"38","BP","GO:0051279","regulation of release of sequestered cal...",66,2,0.01,1,0.0042,5.5e-05,0.0303030303030303
"39","BP","GO:0061099","negative regulation of protein tyrosine ...",23,1,0,84,0.0045,0.0045,0.0434782608695652
"40","BP","GO:0045822","negative regulation of heart contraction",24,1,0,87,0.0047,0.0047,0.0416666666666667
"41","BP","GO:0045940","positive regulation of steroid metabolic...",24,1,0,88,0.0047,0.0047,0.0416666666666667
"42","BP","GO:0051894","positive regulation of focal adhesion as...",25,1,0,92,0.0049,0.0049,0.04
"43","BP","GO:0035767","endothelial cell chemotaxis",25,1,0,93,0.0049,0.0049,0.04
"44","BP","GO:0010092","specification of animal organ identity",25,1,0,94,0.0049,0.0049,0.04
"45","BP","GO:0043951","negative regulation of cAMP-mediated sig...",25,1,0,95,0.0049,0.0049,0.04
"46","BP","GO:0090181","regulation of cholesterol metabolic proc...",26,1,0.01,99,0.0051,0.0051,0.0384615384615385
"47","BP","GO:0009187","cyclic nucleotide metabolic process",27,1,0.01,103,0.0053,0.0053,0.037037037037037
"48","BP","GO:0090075","relaxation of muscle",28,1,0.01,108,0.0055,0.0055,0.0357142857142857
"49","BP","GO:0033137","negative regulation of peptidyl-serine p...",28,1,0.01,109,0.0055,0.0055,0.0357142857142857
"50","BP","GO:0060977","coronary vasculature morphogenesis",29,1,0.01,110,0.0057,0.0057,0.0344827586206897
"51","BP","GO:0031128","developmental induction",29,1,0.01,111,0.0057,0.0057,0.0344827586206897
"52","BP","GO:0003156","regulation of animal organ formation",29,1,0.01,112,0.0057,0.0057,0.0344827586206897
"53","BP","GO:0003401","axis elongation",30,1,0.01,113,0.0059,0.0059,0.0333333333333333
"54","BP","GO:0042462","eye photoreceptor cell development",32,1,0.01,115,0.0063,0.0063,0.03125
"55","BP","GO:0086065","cell communication involved in cardiac c...",33,1,0.01,118,0.0065,0.0065,0.0303030303030303
"56","BP","GO:0051281","positive regulation of release of seques...",34,1,0.01,119,0.0067,0.0067,0.0294117647058824
"57","BP","GO:0070570","regulation of neuron projection regenera...",35,1,0.01,123,0.0069,0.0069,0.0285714285714286
"58","BP","GO:0050856","regulation of T cell receptor signaling ...",35,1,0.01,124,0.0069,0.0069,0.0285714285714286
"59","BP","GO:1903672","positive regulation of sprouting angioge...",36,1,0.01,127,0.007,0.007,0.0277777777777778
"60","BP","GO:0086004","regulation of cardiac muscle cell contra...",37,1,0.01,132,0.0072,0.0072,0.027027027027027
"61","CC","GO:0030673","axolemma",20,1,0,1,0.0039,0.0039,0.05
"62","CC","GO:0032809","neuronal cell body membrane",31,1,0.01,2,0.006,0.006,0.032258064516129
"63","CC","GO:0005829","cytosol",2866,3,0.55,3,0.0063,0.0063,0.00104675505931612
"64","CC","GO:0005891","voltage-gated calcium channel complex",38,1,0.01,5,0.0073,0.0073,0.0263157894736842
"65","CC","GO:0032590","dendrite membrane",43,1,0.01,6,0.0083,0.0083,0.0232558139534884
"66","CC","GO:0046658","anchored component of plasma membrane",52,1,0.01,7,0.01,0.01,0.0192307692307692
"67","CC","GO:0031225","anchored component of membrane",132,1,0.03,11,0.0253,0.0253,0.00757575757575758
"68","CC","GO:0030426","growth cone",195,1,0.04,13,0.0372,0.0372,0.00512820512820513
"69","CC","GO:0030427","site of polarized growth",197,1,0.04,14,0.0376,0.0376,0.0050761421319797
