"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"1","MF","GO:0000981","DNA-binding transcription factor activit...",538,2,0.24,1,0.022,0.022,0.00371747211895911
"2","MF","GO:0000977","RNA polymerase II regulatory region sequ...",609,2,0.27,2,0.027,0.027,0.00328407224958949
"3","MF","GO:0001012","RNA polymerase II regulatory region DNA ...",617,2,0.27,3,0.028,0.028,0.00324149108589951
"4","MF","GO:0000980","RNA polymerase II distal enhancer sequen...",66,1,0.03,4,0.029,0.029,0.0151515151515152
"5","MF","GO:0000976","transcription regulatory region sequence...",645,2,0.28,5,0.03,0.03,0.00310077519379845
"6","MF","GO:1990837","sequence-specific double-stranded DNA bi...",689,2,0.3,6,0.034,0.034,0.00290275761973875
"7","MF","GO:0001158","enhancer sequence-specific DNA binding",83,1,0.04,7,0.036,0.036,0.0120481927710843
"8","MF","GO:0003700","DNA-binding transcription factor activit...",735,2,0.32,8,0.039,0.039,0.00272108843537415
"9","MF","GO:0044212","transcription regulatory region DNA bind...",742,2,0.33,9,0.039,0.039,0.00269541778975741
"10","MF","GO:0001067","regulatory region nucleic acid binding",746,2,0.33,10,0.04,0.04,0.00268096514745308
"11","MF","GO:0035326","enhancer binding",92,1,0.04,11,0.04,0.04,0.0108695652173913
"12","MF","GO:0004725","protein tyrosine phosphatase activity",94,1,0.04,12,0.041,0.041,0.0106382978723404
"13","MF","GO:0003690","double-stranded DNA binding",766,2,0.34,13,0.042,0.042,0.00261096605744125
"14","MF","GO:0016779","nucleotidyltransferase activity",115,1,0.05,14,0.05,0.05,0.00869565217391304
"15","MF","GO:0043565","sequence-specific DNA binding",845,2,0.37,15,0.05,0.05,0.00236686390532544
"16","MF","GO:0004721","phosphoprotein phosphatase activity",165,1,0.07,16,0.071,0.071,0.00606060606060606
"17","MF","GO:0140110","transcription regulator activity",1058,2,0.47,17,0.075,0.075,0.00189035916824197
"18","MF","GO:0001227","DNA-binding transcription repressor acti...",180,1,0.08,18,0.077,0.077,0.00555555555555556
"19","MF","GO:0003676","nucleic acid binding",2578,3,1.14,19,0.09,0.09,0.00116369278510473
"20","MF","GO:0008022","protein C-terminus binding",224,1,0.1,20,0.095,0.095,0.00446428571428571
"21","MF","GO:0016791","phosphatase activity",243,1,0.11,21,0.103,0.103,0.00411522633744856
"22","MF","GO:0001228","DNA-binding transcription activator acti...",311,1,0.14,22,0.13,0.13,0.00321543408360129
"23","MF","GO:0042578","phosphoric ester hydrolase activity",328,1,0.14,23,0.136,0.136,0.00304878048780488
"24","MF","GO:0003677","DNA binding",1635,2,0.72,24,0.158,0.158,0.00122324159021407
"25","MF","GO:0042802","identical protein binding",1641,2,0.73,25,0.159,0.159,0.0012187690432663
"26","MF","GO:0003712","transcription coregulator activity",408,1,0.18,26,0.167,0.167,0.00245098039215686
"27","MF","GO:0000978","RNA polymerase II proximal promoter sequ...",417,1,0.18,27,0.17,0.17,0.00239808153477218
"28","MF","GO:0000987","proximal promoter sequence-specific DNA ...",426,1,0.19,28,0.174,0.174,0.00234741784037559
"29","MF","GO:0008134","transcription factor binding",607,1,0.27,29,0.239,0.239,0.00164744645799012
"30","MF","GO:0016788","hydrolase activity, acting on ester bond...",622,1,0.27,30,0.245,0.245,0.00160771704180064
"31","BP","GO:0045638","negative regulation of myeloid cell diff...",76,2,0.03,1,0.00047,0.00047,0.0263157894736842
"32","BP","GO:0001654","eye development",304,2,0.13,8,0.00717,0.00717,0.00657894736842105
"33","BP","GO:0045117","azole transport",21,1,0.01,14,0.00921,0.00921,0.0476190476190476
"34","BP","GO:0061036","positive regulation of cartilage develop...",23,1,0.01,16,0.01008,0.01008,0.0434782608695652
"35","BP","GO:0035116","embryonic hindlimb morphogenesis",28,1,0.01,18,0.01226,0.01226,0.0357142857142857
"36","BP","GO:0051180","vitamin transport",29,1,0.01,19,0.01269,0.01269,0.0344827586206897
"37","BP","GO:0035136","forelimb morphogenesis",29,1,0.01,20,0.01269,0.01269,0.0344827586206897
"38","BP","GO:0045893","positive regulation of transcription, DN...",1243,3,0.55,21,0.01311,0.01311,0.00241351568785197
"39","BP","GO:1903508","positive regulation of nucleic acid-temp...",1246,3,0.55,22,0.0132,0.0132,0.00240770465489567
"40","BP","GO:1902680","positive regulation of RNA biosynthetic ...",1247,3,0.55,23,0.01323,0.01323,0.00240577385725742
