"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"31","BP","GO:0051209","release of sequestered calcium ion into ...",97,2,0.04,1,0.00059,0.00059,0.0206185567010309
"32","BP","GO:0050870","positive regulation of T cell activation",133,2,0.05,10,0.00111,0.00111,0.0150375939849624
"33","BP","GO:0001822","kidney development",226,2,0.09,19,0.00317,0.00317,0.00884955752212389
"34","BP","GO:1904062","regulation of cation transmembrane trans...",295,2,0.12,30,0.00535,0.00535,0.00677966101694915
"35","BP","GO:0010959","regulation of metal ion transport",348,2,0.14,37,0.00738,0.00738,0.00574712643678161
"36","BP","GO:0050858","negative regulation of antigen receptor-...",20,1,0.01,41,0.00787,0.00787,0.05
"37","BP","GO:0002693","positive regulation of cellular extravas...",20,1,0.01,42,0.00787,0.00787,0.05
"38","BP","GO:0048266","behavioral response to pain",21,1,0.01,44,0.00826,0.00826,0.0476190476190476
"39","BP","GO:0032959","inositol trisphosphate biosynthetic proc...",21,1,0.01,45,0.00826,0.00826,0.0476190476190476
"40","BP","GO:0071900","regulation of protein serine/threonine k...",372,2,0.15,47,0.0084,0.0084,0.00537634408602151
"41","BP","GO:0061099","negative regulation of protein tyrosine ...",24,1,0.01,53,0.00944,0.00944,0.0416666666666667
"42","BP","GO:0061036","positive regulation of cartilage develop...",24,1,0.01,54,0.00944,0.00944,0.0416666666666667
"43","BP","GO:0051894","positive regulation of focal adhesion as...",25,1,0.01,59,0.00983,0.00983,0.04
"44","BP","GO:0042462","eye photoreceptor cell development",26,1,0.01,62,0.01022,0.01022,0.0384615384615385
"45","BP","GO:0035116","embryonic hindlimb morphogenesis",28,1,0.01,65,0.011,0.011,0.0357142857142857
"46","BP","GO:0035136","forelimb morphogenesis",29,1,0.01,66,0.0114,0.0114,0.0344827586206897
"47","BP","GO:0051281","positive regulation of release of seques...",32,1,0.01,71,0.01257,0.01257,0.03125
"48","BP","GO:0070570","regulation of neuron projection regenera...",34,1,0.01,72,0.01335,0.01335,0.0294117647058824
"49","BP","GO:0050856","regulation of T cell receptor signaling ...",34,1,0.01,73,0.01335,0.01335,0.0294117647058824
"50","BP","GO:0035137","hindlimb morphogenesis",34,1,0.01,74,0.01335,0.01335,0.0294117647058824
"51","BP","GO:0046638","positive regulation of alpha-beta T cell...",34,1,0.01,75,0.01335,0.01335,0.0294117647058824
"52","BP","GO:0034113","heterotypic cell-cell adhesion",36,1,0.01,78,0.01413,0.01413,0.0277777777777778
"53","BP","GO:0072657","protein localization to membrane",495,2,0.2,80,0.01455,0.01455,0.00404040404040404
"54","BP","GO:0001754","eye photoreceptor cell differentiation",39,1,0.02,82,0.0153,0.0153,0.0256410256410256
"55","BP","GO:0042461","photoreceptor cell development",40,1,0.02,86,0.01569,0.01569,0.025
"56","BP","GO:0032330","regulation of chondrocyte differentiatio...",40,1,0.02,87,0.01569,0.01569,0.025
"59","BP","GO:0009880","embryonic pattern specification",44,1,0.02,90,0.01725,0.01725,0.0227272727272727
