"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"31","BP","GO:0001754","eye photoreceptor cell differentiation",39,2,0.03,8,4e-04,4e-04,0.0512820512820513
"32","BP","GO:1901215","negative regulation of neuron death",212,3,0.17,10,5e-04,5e-04,0.0141509433962264
"33","BP","GO:0001954","positive regulation of cell-matrix adhes...",49,2,0.04,12,0.00063,0.00063,0.0408163265306122
"35","BP","GO:0040014","regulation of multicellular organism gro...",71,2,0.06,23,0.00133,0.00133,0.028169014084507
"36","BP","GO:0045639","positive regulation of myeloid cell diff...",73,2,0.06,26,0.0014,0.0014,0.0273972602739726
"38","BP","GO:0002687","positive regulation of leukocyte migrati...",89,2,0.07,33,0.00208,0.00208,0.0224719101123595
"41","BP","GO:0007409","axonogenesis",396,3,0.31,46,0.00305,0.00305,0.00757575757575758
"42","BP","GO:0051345","positive regulation of hydrolase activit...",409,3,0.32,49,0.00334,0.00334,0.00733496332518337
"44","BP","GO:0098742","cell-cell adhesion via plasma-membrane a...",148,2,0.12,67,0.00563,0.00563,0.0135135135135135
"45","BP","GO:0001764","neuron migration",150,2,0.12,68,0.00578,0.00578,0.0133333333333333
"48","BP","GO:0002460","adaptive immune response based on somati...",182,2,0.14,83,0.0084,0.0084,0.010989010989011
"50","BP","GO:0010948","negative regulation of cell cycle proces...",186,2,0.14,87,0.00876,0.00876,0.010752688172043
"52","BP","GO:0030336","negative regulation of cell migration",210,2,0.16,94,0.01107,0.01107,0.00952380952380952
"53","BP","GO:0006470","protein dephosphorylation",212,2,0.17,95,0.01127,0.01127,0.00943396226415094
"54","BP","GO:0051054","positive regulation of DNA metabolic pro...",215,2,0.17,96,0.01158,0.01158,0.00930232558139535
"56","BP","GO:0019221","cytokine-mediated signaling pathway",216,2,0.17,98,0.01168,0.01168,0.00925925925925926
"57","BP","GO:2000146","negative regulation of cell motility",219,2,0.17,99,0.01199,0.01199,0.0091324200913242
"58","BP","GO:0031330","negative regulation of cellular cataboli...",223,2,0.17,101,0.01241,0.01241,0.00896860986547085
"59","BP","GO:0060560","developmental growth involved in morphog...",236,2,0.18,104,0.01383,0.01383,0.00847457627118644
