"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"31","BP","GO:0071827","plasma lipoprotein particle organization",20,1,0,1,0.0016,0.0016,0.05
"32","BP","GO:1905809","negative regulation of synapse organizat...",20,1,0,2,0.0016,0.0016,0.05
"33","BP","GO:0030195","negative regulation of blood coagulation",20,1,0,3,0.0016,0.0016,0.05
"34","BP","GO:0071402","cellular response to lipoprotein particl...",20,1,0,4,0.0016,0.0016,0.05
"35","BP","GO:0045940","positive regulation of steroid metabolic...",20,1,0,5,0.0016,0.0016,0.05
"36","BP","GO:0050999","regulation of nitric-oxide synthase acti...",21,1,0,7,0.0017,0.0017,0.0476190476190476
"37","BP","GO:0044788","modulation by host of viral process",21,1,0,8,0.0017,0.0017,0.0476190476190476
"38","BP","GO:0019934","cGMP-mediated signaling",22,1,0,10,0.0018,0.0018,0.0454545454545455
"39","BP","GO:0019068","virion assembly",22,1,0,11,0.0018,0.0018,0.0454545454545455
"40","BP","GO:0097242","amyloid-beta clearance",22,1,0,12,0.0018,0.0018,0.0454545454545455
"41","BP","GO:0042311","vasodilation",22,1,0,13,0.0018,0.0018,0.0454545454545455
"42","BP","GO:0010543","regulation of platelet activation",22,1,0,14,0.0018,0.0018,0.0454545454545455
"43","BP","GO:0090181","regulation of cholesterol metabolic proc...",23,1,0,15,0.0019,0.0019,0.0434782608695652
"44","BP","GO:0032801","receptor catabolic process",23,1,0,16,0.0019,0.0019,0.0434782608695652
"45","BP","GO:0035640","exploration behavior",23,1,0,17,0.0019,0.0019,0.0434782608695652
"46","BP","GO:1902003","regulation of amyloid-beta formation",23,1,0,18,0.0019,0.0019,0.0434782608695652
"47","BP","GO:0001937","negative regulation of endothelial cell ...",24,1,0,20,0.002,0.002,0.0416666666666667
"48","BP","GO:0090207","regulation of triglyceride metabolic pro...",27,1,0,22,0.0022,0.0022,0.037037037037037
"49","BP","GO:0032374","regulation of cholesterol transport",28,1,0,23,0.0023,0.0023,0.0357142857142857
"50","BP","GO:0033344","cholesterol efflux",28,1,0,24,0.0023,0.0023,0.0357142857142857
"51","BP","GO:0015909","long-chain fatty acid transport",28,1,0,25,0.0023,0.0023,0.0357142857142857
"52","BP","GO:0046164","alcohol catabolic process",29,1,0,28,0.0024,0.0024,0.0344827586206897
"53","BP","GO:0046503","glycerolipid catabolic process",30,1,0,30,0.0025,0.0025,0.0333333333333333
"54","BP","GO:1902930","regulation of alcohol biosynthetic proce...",31,1,0,31,0.0026,0.0026,0.032258064516129
"55","BP","GO:0032459","regulation of protein oligomerization",31,1,0,32,0.0026,0.0026,0.032258064516129
"56","BP","GO:0006509","membrane protein ectodomain proteolysis",31,1,0,33,0.0026,0.0026,0.032258064516129
"57","BP","GO:0051353","positive regulation of oxidoreductase ac...",31,1,0,34,0.0026,0.0026,0.032258064516129
"58","BP","GO:0010596","negative regulation of endothelial cell ...",32,1,0,35,0.0026,0.0026,0.03125
"59","BP","GO:0051055","negative regulation of lipid biosyntheti...",33,1,0,36,0.0027,0.0027,0.0303030303030303
"60","BP","GO:0007616","long-term memory",33,1,0,37,0.0027,0.0027,0.0303030303030303
