"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"1","MF","GO:0005178","integrin binding",114,2,0.06,1,0.0017,0.0017,0.0175438596491228
"2","MF","GO:0043168","anion binding",2440,5,1.35,2,0.0056,0.0056,0.00204918032786885
"3","MF","GO:0005096","GTPase activator activity",227,2,0.13,4,0.0065,0.0065,0.00881057268722467
"4","MF","GO:0005104","fibroblast growth factor receptor bindin...",21,1,0.01,7,0.0116,0.0116,0.0476190476190476
"5","MF","GO:0005543","phospholipid binding",377,2,0.21,8,0.0173,0.0173,0.00530503978779841
"6","MF","GO:0071949","FAD binding",32,1,0.02,9,0.0176,0.0176,0.03125
"7","MF","GO:0051539","4 iron, 4 sulfur cluster binding",39,1,0.02,11,0.0214,0.0214,0.0256410256410256
"8","MF","GO:0050661","NADP binding",42,1,0.02,12,0.023,0.023,0.0238095238095238
"9","MF","GO:0030544","Hsp70 protein binding",43,1,0.02,13,0.0236,0.0236,0.0232558139534884
"10","MF","GO:0016627","oxidoreductase activity, acting on the C...",52,1,0.03,16,0.0284,0.0284,0.0192307692307692
"11","MF","GO:0005509","calcium ion binding",525,2,0.29,17,0.0322,0.0322,0.00380952380952381
"12","MF","GO:0051540","metal cluster binding",62,1,0.03,18,0.0338,0.0338,0.0161290322580645
"13","MF","GO:0051536","iron-sulfur cluster binding",62,1,0.03,19,0.0338,0.0338,0.0161290322580645
"14","MF","GO:0050660","flavin adenine dinucleotide binding",76,1,0.04,21,0.0413,0.0413,0.0131578947368421
"15","MF","GO:0008289","lipid binding",624,2,0.35,22,0.0443,0.0443,0.00320512820512821
"16","MF","GO:0019901","protein kinase binding",691,2,0.38,23,0.0532,0.0532,0.00289435600578871
"17","MF","GO:0008083","growth factor activity",108,1,0.06,24,0.0582,0.0582,0.00925925925925926
"18","MF","GO:0030165","PDZ domain binding",113,1,0.06,25,0.0609,0.0609,0.00884955752212389
"19","MF","GO:0019900","kinase binding",764,2,0.42,26,0.0637,0.0637,0.00261780104712042
"20","MF","GO:0005506","iron ion binding",119,1,0.07,27,0.064,0.064,0.00840336134453781
"21","MF","GO:0070851","growth factor receptor binding",120,1,0.07,29,0.0645,0.0645,0.00833333333333333
"22","MF","GO:0031072","heat shock protein binding",128,1,0.07,30,0.0687,0.0687,0.0078125
"23","MF","GO:0008201","heparin binding",130,1,0.07,31,0.0697,0.0697,0.00769230769230769
"24","MF","GO:0097367","carbohydrate derivative binding",1931,3,1.07,33,0.0811,0.0811,0.00155359917141378
"25","MF","GO:0005539","glycosaminoglycan binding",177,1,0.1,34,0.0938,0.0938,0.00564971751412429
"26","MF","GO:1901681","sulfur compound binding",217,1,0.12,35,0.1139,0.1139,0.00460829493087558
"27","MF","GO:0035091","phosphatidylinositol binding",232,1,0.13,36,0.1214,0.1214,0.00431034482758621
"28","MF","GO:0005488","binding",10819,9,5.99,15,0.1331,0.0255,0.000831869858582124
"29","MF","GO:0050662","coenzyme binding",264,1,0.15,38,0.137,0.137,0.00378787878787879
"30","MF","GO:0048018","receptor ligand activity",293,1,0.16,39,0.151,0.151,0.00341296928327645
"31","BP","GO:0003407","neural retina development",49,2,0.03,1,0.00039,0.00039,0.0408163265306122
"32","BP","GO:0060042","retina morphogenesis in camera-type eye",49,2,0.03,2,0.00039,0.00039,0.0408163265306122
