"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"1","MF","GO:0005179","hormone activity",53,1,0,1,0.0037,0.0037,0.0188679245283019
"2","MF","GO:0042562","hormone binding",79,1,0.01,2,0.0055,0.0055,0.0126582278481013
"3","MF","GO:0046982","protein heterodimerization activity",441,1,0.03,5,0.0308,0.0308,0.00226757369614512
"4","MF","GO:0046983","protein dimerization activity",1103,1,0.08,6,0.0771,0.0771,0.000906618313689937
"5","MF","GO:0042802","identical protein binding",1522,1,0.11,9,0.1064,0.1064,0.000657030223390276
"6","MF","GO:0003674","molecular_function",14303,1,1,12,1,1,6.99154023631406e-05
"7","MF","GO:0005488","binding",9792,1,0.68,11,1,0.6846,0.000102124183006536
"8","MF","GO:0005102","signaling receptor binding",1142,1,0.08,7,1,0.0798,0.000875656742556918
"9","MF","GO:0098772","molecular function regulator",1205,1,0.08,8,1,0.0842,0.000829875518672199
"10","MF","GO:0030545","receptor regulator activity",259,1,0.02,4,1,0.0181,0.00386100386100386
"11","MF","GO:0048018","receptor ligand activity",234,1,0.02,3,1,0.0164,0.00427350427350427
"12","MF","GO:0005515","protein binding",6971,1,0.49,10,1,0.4874,0.000143451441686989
"13","MF","GO:0000030","mannosyltransferase activity",25,0,0,13,1,1,0
"14","MF","GO:0000049","tRNA binding",52,0,0,14,1,1,0
"15","MF","GO:0000062","fatty-acyl-CoA binding",22,0,0,15,1,1,0
"16","MF","GO:0000149","SNARE binding",106,0,0.01,16,1,1,0
"17","MF","GO:0000166","nucleotide binding",1726,0,0.12,17,1,1,0
"18","MF","GO:0000175","3'-5'-exoribonuclease activity",27,0,0,18,1,1,0
"19","MF","GO:0000217","DNA secondary structure binding",22,0,0,19,1,1,0
"20","MF","GO:0000287","magnesium ion binding",165,0,0.01,20,1,1,0
"21","MF","GO:0000976","transcription regulatory region sequence...",597,0,0.04,21,1,1,0
"22","MF","GO:0000977","RNA polymerase II regulatory region sequ...",561,0,0.04,22,1,1,0
"23","MF","GO:0000978","RNA polymerase II proximal promoter sequ...",390,0,0.03,23,1,1,0
"24","MF","GO:0000979","RNA polymerase II core promoter sequence...",34,0,0,24,1,1,0
"25","MF","GO:0000980","RNA polymerase II distal enhancer sequen...",62,0,0,25,1,1,0
"26","MF","GO:0000981","DNA-binding transcription factor activit...",490,0,0.03,26,1,1,0
"27","MF","GO:0000987","proximal promoter sequence-specific DNA ...",398,0,0.03,27,1,1,0
"28","MF","GO:0000993","RNA polymerase II complex binding",36,0,0,28,1,1,0
"29","MF","GO:0001012","RNA polymerase II regulatory region DNA ...",569,0,0.04,29,1,1,0
"30","MF","GO:0001046","core promoter sequence-specific DNA bind...",45,0,0,30,1,1,0
