"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"31","BP","GO:0001523","retinoid metabolic process",26,1,0,1,0.0018,0.0018,0.0384615384615385
"32","BP","GO:0009112","nucleobase metabolic process",31,1,0,4,0.0022,0.0022,0.032258064516129
"33","BP","GO:0034308","primary alcohol metabolic process",43,1,0,5,0.003,0.003,0.0232558139534884
"34","BP","GO:0034754","cellular hormone metabolic process",62,1,0,7,0.0043,0.0043,0.0161290322580645
"35","BP","GO:0009914","hormone transport",275,1,0.02,10,0.0192,0.0192,0.00363636363636364
"36","BP","GO:0072521","purine-containing compound metabolic pro...",402,1,0.03,13,0.028,0.028,0.00248756218905473
"47","BP","GO:0042445","hormone metabolic process",140,1,0.01,8,1,0.0097,0.00714285714285714
"48","BP","GO:0006066","alcohol metabolic process",247,1,0.02,9,1,0.0172,0.00404858299595142
"55","BP","GO:0016101","diterpenoid metabolic process",28,1,0,2,1,0.0019,0.0357142857142857
"57","BP","GO:1901615","organic hydroxy compound metabolic proce...",362,1,0.03,11,1,0.0252,0.00276243093922652
"60","BP","GO:0006720","isoprenoid metabolic process",48,1,0,6,1,0.0033,0.0208333333333333
