"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"1","MF","GO:0008081","phosphoric diester hydrolase activity",80,2,0.12,1,0.0063,0.0063,0.025
"2","MF","GO:0005261","cation channel activity",263,3,0.39,2,0.0068,0.0068,0.0114068441064639
"3","MF","GO:0022839","ion gated channel activity",264,3,0.4,3,0.0069,0.0069,0.0113636363636364
"4","MF","GO:0015077","monovalent inorganic cation transmembran...",293,3,0.44,5,0.0092,0.0092,0.0102389078498294
"5","MF","GO:0005267","potassium channel activity",104,2,0.16,6,0.0105,0.0105,0.0192307692307692
"6","MF","GO:0046873","metal ion transmembrane transporter acti...",363,3,0.54,12,0.0163,0.0163,0.00826446280991736
"7","MF","GO:0015079","potassium ion transmembrane transporter ...",137,2,0.21,13,0.0177,0.0177,0.0145985401459854
"8","MF","GO:0005227","calcium activated cation channel activit...",24,1,0.04,15,0.0354,0.0354,0.0416666666666667
"9","MF","GO:0030371","translation repressor activity",24,1,0.04,16,0.0354,0.0354,0.0416666666666667
"10","MF","GO:0050839","cell adhesion molecule binding",202,2,0.3,17,0.0363,0.0363,0.0099009900990099
"11","MF","GO:0016709","oxidoreductase activity, acting on paire...",26,1,0.04,18,0.0382,0.0382,0.0384615384615385
"12","MF","GO:0004114","3',5'-cyclic-nucleotide phosphodiesteras...",26,1,0.04,19,0.0382,0.0382,0.0384615384615385
"13","MF","GO:0004112","cyclic-nucleotide phosphodiesterase acti...",27,1,0.04,20,0.0397,0.0397,0.037037037037037
"14","MF","GO:0098772","molecular function regulator",1305,5,1.95,22,0.0407,0.0407,0.00383141762452107
"15","MF","GO:0030551","cyclic nucleotide binding",28,1,0.04,23,0.0411,0.0411,0.0357142857142857
"16","MF","GO:0008200","ion channel inhibitor activity",28,1,0.04,24,0.0411,0.0411,0.0357142857142857
"17","MF","GO:0016248","channel inhibitor activity",29,1,0.04,25,0.0426,0.0426,0.0344827586206897
"18","MF","GO:0005272","sodium channel activity",30,1,0.04,26,0.044,0.044,0.0333333333333333
"19","MF","GO:0008376","acetylgalactosaminyltransferase activity",36,1,0.05,27,0.0526,0.0526,0.0277777777777778
