"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"1","MF","GO:0005179","hormone activity",38,1,0,1,0.0029,0.0029,0.0263157894736842
"2","MF","GO:0042562","hormone binding",62,1,0,2,0.0048,0.0048,0.0161290322580645
"3","MF","GO:0046982","protein heterodimerization activity",423,1,0.03,5,0.0328,0.0328,0.00236406619385343
"4","MF","GO:0046983","protein dimerization activity",1033,1,0.08,6,0.08,0.08,0.000968054211035818
"5","MF","GO:0042802","identical protein binding",1430,1,0.11,9,0.1108,0.1108,0.000699300699300699
"6","MF","GO:0003674","molecular_function",12911,1,1,12,1,1,7.74533343660445e-05
"7","MF","GO:0005488","binding",9067,1,0.7,11,1,0.7023,0.000110290062865336
"8","MF","GO:0005102","signaling receptor binding",1043,1,0.08,7,1,0.0808,0.000958772770853308
"9","MF","GO:0098772","molecular function regulator",1125,1,0.09,8,1,0.0871,0.000888888888888889
"10","MF","GO:0030545","receptor regulator activity",217,1,0.02,4,1,0.0168,0.00460829493087558
"11","MF","GO:0048018","receptor ligand activity",199,1,0.02,3,1,0.0154,0.0050251256281407
"12","MF","GO:0005515","protein binding",6499,1,0.5,10,1,0.5034,0.000153869826127096
"13","MF","GO:0000030","mannosyltransferase activity",24,0,0,13,1,1,0
"14","MF","GO:0000049","tRNA binding",52,0,0,14,1,1,0
"15","MF","GO:0000062","fatty-acyl-CoA binding",21,0,0,15,1,1,0
"16","MF","GO:0000149","SNARE binding",102,0,0.01,16,1,1,0
"17","MF","GO:0000166","nucleotide binding",1624,0,0.13,17,1,1,0
"18","MF","GO:0000175","3'-5'-exoribonuclease activity",27,0,0,18,1,1,0
"19","MF","GO:0000217","DNA secondary structure binding",21,0,0,19,1,1,0
"20","MF","GO:0000287","magnesium ion binding",158,0,0.01,20,1,1,0
"21","MF","GO:0000976","transcription regulatory region sequence...",549,0,0.04,21,1,1,0
"22","MF","GO:0000977","RNA polymerase II regulatory region sequ...",514,0,0.04,22,1,1,0
"23","MF","GO:0000978","RNA polymerase II proximal promoter sequ...",358,0,0.03,23,1,1,0
"24","MF","GO:0000979","RNA polymerase II core promoter sequence...",34,0,0,24,1,1,0
"25","MF","GO:0000980","RNA polymerase II distal enhancer sequen...",58,0,0,25,1,1,0
"26","MF","GO:0000981","DNA-binding transcription factor activit...",447,0,0.03,26,1,1,0
"27","MF","GO:0000987","proximal promoter sequence-specific DNA ...",365,0,0.03,27,1,1,0
"28","MF","GO:0000993","RNA polymerase II complex binding",35,0,0,28,1,1,0
"29","MF","GO:0001012","RNA polymerase II regulatory region DNA ...",521,0,0.04,29,1,1,0
