"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"1","MF","GO:0044325","ion channel binding",130,2,0.04,1,0.00062,0.00062,0.0153846153846154
"2","MF","GO:0046982","protein heterodimerization activity",489,2,0.15,2,0.00844,0.00844,0.00408997955010225
"3","MF","GO:0098918","structural constituent of synapse",29,1,0.01,3,0.00886,0.00886,0.0344827586206897
"4","MF","GO:0015459","potassium channel regulator activity",42,1,0.01,4,0.01281,0.01281,0.0238095238095238
"5","MF","GO:0035254","glutamate receptor binding",64,1,0.02,5,0.01946,0.01946,0.015625
"6","MF","GO:0097110","scaffold protein binding",66,1,0.02,6,0.02007,0.02007,0.0151515151515152
"7","MF","GO:0005179","hormone activity",72,1,0.02,7,0.02188,0.02188,0.0138888888888889
"8","MF","GO:0042562","hormone binding",88,1,0.03,9,0.02668,0.02668,0.0113636363636364
"9","MF","GO:0099106","ion channel regulator activity",97,1,0.03,10,0.02938,0.02938,0.0103092783505155
"10","MF","GO:0030165","PDZ domain binding",113,1,0.03,11,0.03416,0.03416,0.00884955752212389
"11","MF","GO:0008236","serine-type peptidase activity",122,1,0.04,12,0.03684,0.03684,0.00819672131147541
"12","MF","GO:0047485","protein N-terminus binding",124,1,0.04,13,0.03744,0.03744,0.00806451612903226
"13","MF","GO:0016247","channel regulator activity",124,1,0.04,14,0.03744,0.03744,0.00806451612903226
"14","MF","GO:0017171","serine hydrolase activity",126,1,0.04,15,0.03803,0.03803,0.00793650793650794
"15","MF","GO:0005102","signaling receptor binding",1309,2,0.4,17,0.05463,0.05463,0.00152788388082506
"16","MF","GO:0060090","molecular adaptor activity",190,1,0.06,18,0.0569,0.0569,0.00526315789473684
"17","MF","GO:0098772","molecular function regulator",1388,2,0.43,19,0.06081,0.06081,0.00144092219020173
"18","MF","GO:0001664","G protein-coupled receptor binding",219,1,0.07,20,0.06535,0.06535,0.0045662100456621
"19","MF","GO:0042802","identical protein binding",1680,2,0.51,21,0.08582,0.08582,0.00119047619047619
"20","MF","GO:0048018","receptor ligand activity",299,1,0.09,22,0.08835,0.08835,0.00334448160535117
"21","MF","GO:0030545","receptor regulator activity",324,1,0.1,23,0.09545,0.09545,0.00308641975308642
"22","MF","GO:0070011","peptidase activity, acting on L-amino ac...",478,1,0.15,25,0.13818,0.13818,0.00209205020920502
"23","MF","GO:0008233","peptidase activity",500,1,0.15,26,0.14415,0.14415,0.002
"24","MF","GO:0005509","calcium ion binding",517,1,0.16,27,0.14874,0.14874,0.00193423597678917
"25","MF","GO:0005515","protein binding",7690,5,2.36,8,0.20346,0.02326,0.000650195058517555
"26","MF","GO:0019904","protein domain specific binding",739,1,0.23,29,0.2069,0.2069,0.0013531799729364
"27","MF","GO:0044877","protein-containing complex binding",1119,1,0.34,30,0.29906,0.29906,0.000893655049151028
"28","MF","GO:0005488","binding",10861,5,3.33,24,0.42629,0.13074,0.000460362765859497
"29","MF","GO:0140096","catalytic activity, acting on a protein",1929,1,0.59,31,0.46702,0.46702,0.000518403317781234
"30","MF","GO:0016787","hydrolase activity",2188,1,0.67,32,0.51331,0.51331,0.000457038391224863
"31","BP","GO:0007156","homophilic cell adhesion via plasma memb...",96,2,0.03,1,0.00034,0.00034,0.0208333333333333
"32","BP","GO:0051592","response to calcium ion",115,2,0.04,2,0.00048,0.00048,0.0173913043478261
"33","BP","GO:0030534","adult behavior",163,2,0.05,4,0.00097,0.00097,0.0122699386503067
"34","BP","GO:0001894","tissue homeostasis",196,2,0.06,6,0.00139,0.00139,0.0102040816326531
"35","BP","GO:1904062","regulation of cation transmembrane trans...",311,2,0.09,8,0.00346,0.00346,0.00643086816720257
"36","BP","GO:0010959","regulation of metal ion transport",373,2,0.11,10,0.00495,0.00495,0.00536193029490617
"37","BP","GO:0002115","store-operated calcium entry",20,1,0.01,15,0.00609,0.00609,0.05
"38","BP","GO:0006144","purine nucleobase metabolic process",22,1,0.01,18,0.0067,0.0067,0.0454545454545455
"39","BP","GO:0002093","auditory receptor cell morphogenesis",22,1,0.01,19,0.0067,0.0067,0.0454545454545455
"40","BP","GO:0097062","dendritic spine maintenance",22,1,0.01,20,0.0067,0.0067,0.0454545454545455
"41","BP","GO:0060004","reflex",25,1,0.01,21,0.00761,0.00761,0.04
"42","BP","GO:0048741","skeletal muscle fiber development",30,1,0.01,24,0.00913,0.00913,0.0333333333333333
"43","BP","GO:0001964","startle response",31,1,0.01,25,0.00943,0.00943,0.032258064516129
"44","BP","GO:0003009","skeletal muscle contraction",33,1,0.01,26,0.01004,0.01004,0.0303030303030303
"45","BP","GO:0001523","retinoid metabolic process",34,1,0.01,27,0.01034,0.01034,0.0294117647058824
"46","BP","GO:0042220","response to cocaine",35,1,0.01,29,0.01065,0.01065,0.0285714285714286
"47","BP","GO:0016101","diterpenoid metabolic process",36,1,0.01,31,0.01095,0.01095,0.0277777777777778
"48","BP","GO:0045494","photoreceptor cell maintenance",37,1,0.01,32,0.01125,0.01125,0.027027027027027
"49","BP","GO:0090279","regulation of calcium ion import",39,1,0.01,33,0.01186,0.01186,0.0256410256410256
"50","BP","GO:0006721","terpenoid metabolic process",40,1,0.01,34,0.01216,0.01216,0.025
"51","BP","GO:0060122","inner ear receptor cell stereocilium org...",40,1,0.01,35,0.01216,0.01216,0.025
"52","BP","GO:0050974","detection of mechanical stimulus involve...",42,1,0.01,36,0.01276,0.01276,0.0238095238095238
"53","BP","GO:0007628","adult walking behavior",44,1,0.01,38,0.01337,0.01337,0.0227272727272727
"54","BP","GO:0090659","walking behavior",46,1,0.01,41,0.01397,0.01397,0.0217391304347826
"55","BP","GO:0001895","retina homeostasis",46,1,0.01,42,0.01397,0.01397,0.0217391304347826
"56","BP","GO:0034308","primary alcohol metabolic process",48,1,0.01,44,0.01458,0.01458,0.0208333333333333
"57","BP","GO:0072347","response to anesthetic",49,1,0.01,45,0.01488,0.01488,0.0204081632653061
"58","BP","GO:0050881","musculoskeletal movement",50,1,0.02,46,0.01518,0.01518,0.02
"59","BP","GO:0050879","multicellular organismal movement",50,1,0.02,47,0.01518,0.01518,0.02
"60","BP","GO:0032835","glomerulus development",53,1,0.02,49,0.01608,0.01608,0.0188679245283019
"61","CC","GO:0043198","dendritic shaft",67,2,0.02,1,0.00016,0.00016,0.0298507462686567
"62","CC","GO:0099524","postsynaptic cytosol",26,1,0.01,5,0.00779,0.00779,0.0384615384615385
"63","CC","GO:0005576","extracellular region",1639,3,0.49,6,0.00818,0.00818,0.00183038438071995
"64","CC","GO:0005886","plasma membrane",4012,4,1.21,9,0.01362,0.01362,0.000997008973080758
"65","CC","GO:0030424","axon",659,2,0.2,10,0.01446,0.01446,0.00303490136570561
"66","CC","GO:0032420","stereocilium",51,1,0.02,13,0.01523,0.01523,0.0196078431372549
"67","CC","GO:0071944","cell periphery",4142,4,1.24,14,0.01535,0.01535,0.000965717044905843
"68","CC","GO:0032421","stereocilium bundle",60,1,0.02,16,0.0179,0.0179,0.0166666666666667
"69","CC","GO:0001750","photoreceptor outer segment",65,1,0.02,17,0.01938,0.01938,0.0153846153846154
"70","CC","GO:0008076","voltage-gated potassium channel complex",69,1,0.02,19,0.02056,0.02056,0.0144927536231884
"71","CC","GO:0044459","plasma membrane part",2291,3,0.69,20,0.02098,0.02098,0.0013094718463553
"72","CC","GO:0060076","excitatory synapse",76,1,0.02,21,0.02263,0.02263,0.0131578947368421
"73","CC","GO:0034705","potassium channel complex",80,1,0.02,22,0.02381,0.02381,0.0125
"74","CC","GO:0097733","photoreceptor cell cilium",95,1,0.03,23,0.02822,0.02822,0.0105263157894737
"75","CC","GO:0097731","9+0 non-motile cilium",96,1,0.03,24,0.02851,0.02851,0.0104166666666667
"76","CC","GO:0030018","Z disc",116,1,0.03,26,0.03437,0.03437,0.00862068965517241
"77","CC","GO:0005615","extracellular space",1065,2,0.32,27,0.03593,0.03593,0.00187793427230047
"78","CC","GO:0031674","I band",123,1,0.04,28,0.03641,0.03641,0.00813008130081301
"79","CC","GO:0044425","membrane part",5278,4,1.59,29,0.03772,0.03772,0.000757862826828344
"80","CC","GO:0097730","non-motile cilium",129,1,0.04,30,0.03816,0.03816,0.00775193798449612
"81","CC","GO:0005887","integral component of plasma membrane",1152,2,0.35,31,0.04159,0.04159,0.00173611111111111
"82","CC","GO:0031226","intrinsic component of plasma membrane",1219,2,0.37,32,0.04619,0.04619,0.00164068908941756
"83","CC","GO:0030017","sarcomere",163,1,0.05,33,0.04803,0.04803,0.00613496932515337
"84","CC","GO:0044421","extracellular region part",1267,2,0.38,34,0.0496,0.0496,0.0015785319652723
"85","CC","GO:0044449","contractile fiber part",176,1,0.05,35,0.05177,0.05177,0.00568181818181818
"86","CC","GO:0098862","cluster of actin-based cell projections",176,1,0.05,36,0.05177,0.05177,0.00568181818181818
"87","CC","GO:0030016","myofibril",183,1,0.05,38,0.05379,0.05379,0.00546448087431694
"88","CC","GO:0098858","actin-based cell projection",186,1,0.06,39,0.05465,0.05465,0.00537634408602151
"89","CC","GO:0044309","neuron spine",190,1,0.06,40,0.0558,0.0558,0.00526315789473684
"90","CC","GO:0043292","contractile fiber",195,1,0.06,41,0.05723,0.05723,0.00512820512820513
