"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"31","BP","GO:0002693","positive regulation of cellular extravas...",20,1,0,1,0.0037,0.0037,0.05
"32","BP","GO:0060219","camera-type eye photoreceptor cell diffe...",20,1,0,2,0.0037,0.0037,0.05
"33","BP","GO:0050858","negative regulation of antigen receptor-...",22,1,0,3,0.0041,0.0041,0.0454545454545455
"34","BP","GO:0006144","purine nucleobase metabolic process",22,1,0,4,0.0041,0.0041,0.0454545454545455
"35","BP","GO:0061099","negative regulation of protein tyrosine ...",24,1,0,5,0.0045,0.0045,0.0416666666666667
"36","BP","GO:0051894","positive regulation of focal adhesion as...",25,1,0,6,0.0047,0.0047,0.04
"37","BP","GO:0001523","retinoid metabolic process",30,1,0.01,8,0.0056,0.0056,0.0333333333333333
"38","BP","GO:0042462","eye photoreceptor cell development",31,1,0.01,9,0.0058,0.0058,0.032258064516129
"39","BP","GO:0051281","positive regulation of release of seques...",31,1,0.01,10,0.0058,0.0058,0.032258064516129
"40","BP","GO:0070570","regulation of neuron projection regenera...",33,1,0.01,14,0.0062,0.0062,0.0303030303030303
"41","BP","GO:0050856","regulation of T cell receptor signaling ...",36,1,0.01,17,0.0067,0.0067,0.0277777777777778
"42","BP","GO:0034113","heterotypic cell-cell adhesion",41,1,0.01,18,0.0077,0.0077,0.024390243902439
"43","BP","GO:0034308","primary alcohol metabolic process",44,1,0.01,19,0.0082,0.0082,0.0227272727272727
"44","BP","GO:0043113","receptor clustering",64,1,0.01,34,0.012,0.012,0.015625
"45","BP","GO:0050771","negative regulation of axonogenesis",66,1,0.01,38,0.0123,0.0123,0.0151515151515152
"46","BP","GO:0034754","cellular hormone metabolic process",72,1,0.01,40,0.0134,0.0134,0.0138888888888889
"47","BP","GO:0007229","integrin-mediated signaling pathway",85,1,0.02,46,0.0159,0.0159,0.0117647058823529
"48","BP","GO:0010771","negative regulation of cell morphogenesi...",94,1,0.02,48,0.0175,0.0175,0.0106382978723404
"49","BP","GO:0050870","positive regulation of T cell activation",155,1,0.03,70,0.0288,0.0288,0.00645161290322581
"50","BP","GO:0042445","hormone metabolic process",160,1,0.03,71,0.0297,0.0297,0.00625
"51","BP","GO:0010977","negative regulation of neuron projection...",166,1,0.03,74,0.0308,0.0308,0.00602409638554217
"52","BP","GO:1903039","positive regulation of leukocyte cell-ce...",168,1,0.03,75,0.0312,0.0312,0.00595238095238095
"53","BP","GO:0051668","localization within membrane",182,1,0.03,78,0.0338,0.0338,0.00549450549450549
"54","BP","GO:0043547","positive regulation of GTPase activity",186,1,0.03,79,0.0345,0.0345,0.00537634408602151
"55","BP","GO:0050770","regulation of axonogenesis",190,1,0.04,82,0.0352,0.0352,0.00526315789473684
"56","BP","GO:0031345","negative regulation of cell projection o...",194,1,0.04,85,0.0359,0.0359,0.00515463917525773
"57","BP","GO:0022409","positive regulation of cell-cell adhesio...",200,1,0.04,87,0.037,0.037,0.005
"58","BP","GO:0051251","positive regulation of lymphocyte activa...",219,1,0.04,88,0.0405,0.0405,0.0045662100456621
"59","BP","GO:0046777","protein autophosphorylation",223,1,0.04,91,0.0412,0.0412,0.00448430493273543
"60","BP","GO:0030336","negative regulation of cell migration",236,1,0.04,95,0.0436,0.0436,0.00423728813559322
