"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"1","MF","GO:0005080","protein kinase C binding",57,2,0.06,1,0.0017,0.0017,0.0350877192982456
"2","MF","GO:0042562","hormone binding",79,2,0.08,2,0.0032,0.0032,0.0253164556962025
"3","MF","GO:0008047","enzyme activator activity",403,3,0.43,3,0.0084,0.0084,0.00744416873449132
"4","MF","GO:0017080","sodium channel regulator activity",26,1,0.03,4,0.0275,0.0275,0.0384615384615385
"5","MF","GO:0048018","receptor ligand activity",254,2,0.27,5,0.0296,0.0296,0.0078740157480315
"6","MF","GO:0004407","histone deacetylase activity",28,1,0.03,6,0.0296,0.0296,0.0357142857142857
"7","MF","GO:0033558","protein deacetylase activity",29,1,0.03,7,0.0307,0.0307,0.0344827586206897
"8","MF","GO:0016504","peptidase activator activity",31,1,0.03,9,0.0328,0.0328,0.032258064516129
"9","MF","GO:0035035","histone acetyltransferase binding",32,1,0.03,10,0.0338,0.0338,0.03125
"10","MF","GO:0030545","receptor regulator activity",277,2,0.3,11,0.0347,0.0347,0.0072202166064982
"11","MF","GO:0003755","peptidyl-prolyl cis-trans isomerase acti...",33,1,0.04,12,0.0348,0.0348,0.0303030303030303
"12","MF","GO:0043028","cysteine-type endopeptidase regulator ac...",33,1,0.04,13,0.0348,0.0348,0.0303030303030303
"13","MF","GO:0004177","aminopeptidase activity",33,1,0.04,14,0.0348,0.0348,0.0303030303030303
"14","MF","GO:0016859","cis-trans isomerase activity",36,1,0.04,15,0.0379,0.0379,0.0277777777777778
"15","MF","GO:0019213","deacetylase activity",39,1,0.04,16,0.041,0.041,0.0256410256410256
"16","MF","GO:0048487","beta-tubulin binding",41,1,0.04,18,0.0431,0.0431,0.024390243902439
"17","MF","GO:0005179","hormone activity",51,1,0.05,21,0.0533,0.0533,0.0196078431372549
"18","MF","GO:0001540","amyloid-beta binding",52,1,0.06,22,0.0544,0.0544,0.0192307692307692
"19","MF","GO:0043621","protein self-association",56,1,0.06,23,0.0584,0.0584,0.0178571428571429
"20","MF","GO:0016811","hydrolase activity, acting on carbon-nit...",57,1,0.06,24,0.0594,0.0594,0.0175438596491228
"21","MF","GO:0048306","calcium-dependent protein binding",61,1,0.07,25,0.0635,0.0635,0.0163934426229508
"22","MF","GO:0070491","repressing transcription factor binding",65,1,0.07,26,0.0675,0.0675,0.0153846153846154
"23","MF","GO:0030295","protein kinase activator activity",67,1,0.07,27,0.0695,0.0695,0.0149253731343284
"24","MF","GO:0019209","kinase activator activity",73,1,0.08,28,0.0755,0.0755,0.0136986301369863
