"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"1","MF","GO:0005178","integrin binding",105,2,0.08,1,0.0029,0.0029,0.019047619047619
"2","MF","GO:1904680","peptide transmembrane transporter activi...",25,1,0.02,3,0.0193,0.0193,0.04
"3","MF","GO:0042887","amide transmembrane transporter activity",34,1,0.03,4,0.0262,0.0262,0.0294117647058824
"4","MF","GO:0000980","RNA polymerase II distal enhancer sequen...",62,1,0.05,5,0.0472,0.0472,0.0161290322580645
"5","MF","GO:0015294","solute:cation symporter activity",64,1,0.05,6,0.0487,0.0487,0.015625
"6","MF","GO:0001158","enhancer sequence-specific DNA binding",77,1,0.06,7,0.0583,0.0583,0.012987012987013
"7","MF","GO:0035326","enhancer binding",86,1,0.07,8,0.0649,0.0649,0.0116279069767442
"8","MF","GO:0015078","proton transmembrane transporter activit...",93,1,0.07,9,0.0701,0.0701,0.010752688172043
"9","MF","GO:0015293","symporter activity",99,1,0.08,10,0.0744,0.0744,0.0101010101010101
"10","MF","GO:0005506","iron ion binding",100,1,0.08,11,0.0752,0.0752,0.01
"11","MF","GO:0030165","PDZ domain binding",110,1,0.09,12,0.0824,0.0824,0.00909090909090909
"12","MF","GO:0016705","oxidoreductase activity, acting on paire...",116,1,0.09,13,0.0867,0.0867,0.00862068965517241
"13","MF","GO:0019904","protein domain specific binding",688,2,0.54,14,0.0973,0.0973,0.00290697674418605
"14","MF","GO:0001227","DNA-binding transcription repressor acti...",165,1,0.13,15,0.1212,0.1212,0.00606060606060606
"15","MF","GO:0015291","secondary active transmembrane transport...",172,1,0.13,16,0.126,0.126,0.00581395348837209
"16","MF","GO:0030246","carbohydrate binding",172,1,0.13,17,0.126,0.126,0.00581395348837209
"17","MF","GO:0008017","microtubule binding",213,1,0.17,18,0.1539,0.1539,0.00469483568075117
"18","MF","GO:0005096","GTPase activator activity",214,1,0.17,19,0.1545,0.1545,0.00467289719626168
"19","MF","GO:0008022","protein C-terminus binding",220,1,0.17,20,0.1585,0.1585,0.00454545454545455
"20","MF","GO:0035091","phosphatidylinositol binding",222,1,0.17,21,0.1599,0.1599,0.0045045045045045
"21","MF","GO:0030695","GTPase regulator activity",231,1,0.18,22,0.1658,0.1658,0.00432900432900433
"22","MF","GO:0060589","nucleoside-triphosphatase regulator acti...",268,1,0.21,23,0.1899,0.1899,0.00373134328358209
"23","MF","GO:0022804","active transmembrane transporter activit...",272,1,0.21,25,0.1925,0.1925,0.00367647058823529
"24","MF","GO:0015077","monovalent inorganic cation transmembran...",272,1,0.21,26,0.1925,0.1925,0.00367647058823529
"25","MF","GO:0015631","tubulin binding",300,1,0.23,27,0.2103,0.2103,0.00333333333333333
"26","MF","GO:0005543","phospholipid binding",349,1,0.27,29,0.2405,0.2405,0.00286532951289398
"27","MF","GO:0008047","enzyme activator activity",394,1,0.31,31,0.2673,0.2673,0.00253807106598985
"28","MF","GO:0022890","inorganic cation transmembrane transport...",442,1,0.34,32,0.295,0.295,0.00226244343891403
"29","MF","GO:0005198","structural molecule activity",477,1,0.37,33,0.3146,0.3146,0.00209643605870021
"30","MF","GO:0008324","cation transmembrane transporter activit...",480,1,0.37,34,0.3163,0.3163,0.00208333333333333
"31","BP","GO:0031099","regeneration",118,2,0.09,8,0.0036,0.00358,0.0169491525423729
"32","BP","GO:0050870","positive regulation of T cell activation",130,2,0.1,10,0.0043,0.00432,0.0153846153846154
"33","BP","GO:0002685","regulation of leukocyte migration",132,2,0.1,11,0.0045,0.00445,0.0151515151515152
"34","BP","GO:0008366","axon ensheathment",134,2,0.1,12,0.0046,0.00459,0.0149253731343284
"35","BP","GO:0034329","cell junction assembly",178,2,0.14,17,0.008,0.00796,0.0112359550561798
"36","BP","GO:0032504","multicellular organism reproduction",571,3,0.44,18,0.0084,0.00835,0.00525394045534151
"37","BP","GO:0019953","sexual reproduction",577,3,0.45,20,0.0086,0.0086,0.00519930675909879
"38","BP","GO:0001822","kidney development",214,2,0.17,23,0.0113,0.01134,0.00934579439252336
"39","BP","GO:0030097","hemopoiesis",659,3,0.51,29,0.0124,0.01238,0.00455235204855842
"40","BP","GO:0072001","renal system development",229,2,0.18,32,0.0129,0.01291,0.00873362445414847
"41","BP","GO:0007155","cell adhesion",968,5,0.75,1,0.0134,0.00047,0.00516528925619835
"42","BP","GO:0022610","biological adhesion",971,5,0.75,2,0.0136,0.00048,0.00514933058702369
"43","BP","GO:0048534","hematopoietic or lymphoid organ developm...",689,3,0.53,34,0.014,0.01397,0.00435413642960813
"44","BP","GO:0007417","central nervous system development",694,3,0.54,35,0.0142,0.01424,0.00432276657060519
"45","BP","GO:0051271","negative regulation of cellular componen...",249,2,0.19,36,0.0151,0.01514,0.00803212851405622
"46","BP","GO:0001655","urogenital system development",258,2,0.2,37,0.0162,0.0162,0.00775193798449612
"47","BP","GO:0002520","immune system development",733,3,0.57,38,0.0165,0.0165,0.00409276944065484
"48","BP","GO:0055094","response to lipoprotein particle",22,1,0.02,40,0.0169,0.0169,0.0454545454545455
"49","BP","GO:0061036","positive regulation of cartilage develop...",22,1,0.02,41,0.0169,0.0169,0.0454545454545455
"50","BP","GO:0035036","sperm-egg recognition",23,1,0.02,42,0.0177,0.01766,0.0434782608695652
"51","BP","GO:0035116","embryonic hindlimb morphogenesis",23,1,0.02,43,0.0177,0.01766,0.0434782608695652
"52","BP","GO:0061099","negative regulation of protein tyrosine ...",23,1,0.02,44,0.0177,0.01766,0.0434782608695652
"53","BP","GO:0022412","cellular process involved in reproductio...",271,2,0.21,45,0.0178,0.01778,0.00738007380073801
"54","BP","GO:0002253","activation of immune response",275,2,0.21,46,0.0183,0.01828,0.00727272727272727
"55","BP","GO:0051894","positive regulation of focal adhesion as...",24,1,0.02,47,0.0184,0.01842,0.0416666666666667
"56","BP","GO:0035136","forelimb morphogenesis",24,1,0.02,48,0.0184,0.01842,0.0416666666666667
"57","BP","GO:0071402","cellular response to lipoprotein particl...",24,1,0.02,49,0.0184,0.01842,0.0416666666666667
"58","BP","GO:0007399","nervous system development",1920,6,1.49,6,0.0192,0.00151,0.003125
"59","BP","GO:0002691","regulation of cellular extravasation",25,1,0.02,50,0.0192,0.01918,0.04
"60","BP","GO:0034110","regulation of homotypic cell-cell adhesi...",25,1,0.02,51,0.0192,0.01918,0.04
"61","CC","GO:0031226","intrinsic component of plasma membrane",959,4,0.73,1,0.0044,0.0044,0.00417101147028154
"62","CC","GO:0043209","myelin sheath",201,2,0.15,2,0.0098,0.0098,0.00995024875621891
"63","CC","GO:0030424","axon",623,3,0.48,3,0.0102,0.0102,0.00481540930979133
"64","CC","GO:0030425","dendrite",638,3,0.49,4,0.0109,0.0109,0.00470219435736677
"65","CC","GO:0097447","dendritic tree",641,3,0.49,5,0.011,0.011,0.0046801872074883
"66","CC","GO:0016324","apical plasma membrane",219,2,0.17,6,0.0115,0.0115,0.0091324200913242
"67","CC","GO:0009897","external side of plasma membrane",227,2,0.17,7,0.0123,0.0123,0.00881057268722467
"68","CC","GO:0030673","axolemma",21,1,0.02,8,0.0159,0.0159,0.0476190476190476
"69","CC","GO:0097431","mitotic spindle pole",26,1,0.02,9,0.0197,0.0197,0.0384615384615385
"70","CC","GO:0045177","apical part of cell",298,2,0.23,10,0.0207,0.0207,0.00671140939597315
"71","CC","GO:0051233","spindle midzone",28,1,0.02,11,0.0212,0.0212,0.0357142857142857
