"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"31","BP","GO:0001523","retinoid metabolic process",20,1,0,1,0.0017,0.0017,0.05
"32","BP","GO:0009112","nucleobase metabolic process",25,1,0,4,0.0021,0.0021,0.04
"33","BP","GO:0034308","primary alcohol metabolic process",32,1,0,5,0.0027,0.0027,0.03125
"34","BP","GO:0034754","cellular hormone metabolic process",41,1,0,7,0.0034,0.0034,0.024390243902439
"35","BP","GO:0009914","hormone transport",230,1,0.02,10,0.0193,0.0193,0.00434782608695652
"36","BP","GO:0072521","purine-containing compound metabolic pro...",346,1,0.03,13,0.029,0.029,0.00289017341040462
"47","BP","GO:0042445","hormone metabolic process",99,1,0.01,8,1,0.0083,0.0101010101010101
"48","BP","GO:0006066","alcohol metabolic process",206,1,0.02,9,1,0.0173,0.00485436893203883
"55","BP","GO:0016101","diterpenoid metabolic process",22,1,0,2,1,0.0018,0.0454545454545455
"57","BP","GO:1901615","organic hydroxy compound metabolic proce...",295,1,0.02,11,1,0.0247,0.00338983050847458
"60","BP","GO:0006720","isoprenoid metabolic process",39,1,0,6,1,0.0033,0.0256410256410256
