"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"31","BP","GO:0030336","negative regulation of cell migration",233,5,0.22,2,1.7e-06,1.7e-06,0.0214592274678112
"32","BP","GO:0050919","negative chemotaxis",42,3,0.04,6,7.5e-06,7.5e-06,0.0714285714285714
"33","BP","GO:0003177","pulmonary valve development",20,2,0.02,27,0.00016,0.00016,0.1
"34","BP","GO:0003176","aortic valve development",21,2,0.02,30,0.00017,0.00017,0.0952380952380952
"35","BP","GO:0006929","substrate-dependent cell migration",28,2,0.03,43,0.00031,0.00031,0.0714285714285714
"36","BP","GO:0001964","startle response",29,2,0.03,47,0.00033,0.00033,0.0689655172413793
"37","BP","GO:0021772","olfactory bulb development",31,2,0.03,51,0.00038,0.00038,0.0645161290322581
"38","BP","GO:0070098","chemokine-mediated signaling pathway",32,2,0.03,53,4e-04,4e-04,0.0625
"39","BP","GO:0021884","forebrain neuron development",32,2,0.03,54,4e-04,4e-04,0.0625
"40","BP","GO:0060603","mammary gland duct morphogenesis",33,2,0.03,56,0.00043,0.00043,0.0606060606060606
"41","BP","GO:0006469","negative regulation of protein kinase ac...",177,3,0.17,70,0.00055,0.00055,0.0169491525423729
"42","BP","GO:0060412","ventricular septum morphogenesis",39,2,0.04,73,6e-04,6e-04,0.0512820512820513
"43","BP","GO:0001960","negative regulation of cytokine-mediated...",42,2,0.04,80,0.00069,0.00069,0.0476190476190476
"44","BP","GO:0003179","heart valve morphogenesis",42,2,0.04,81,0.00069,0.00069,0.0476190476190476
"45","BP","GO:0002042","cell migration involved in sprouting ang...",48,2,0.05,89,0.00091,0.00091,0.0416666666666667
"46","BP","GO:0046676","negative regulation of insulin secretion",48,2,0.05,90,0.00091,0.00091,0.0416666666666667
"47","BP","GO:0048016","inositol phosphate-mediated signaling",49,2,0.05,93,0.00094,0.00094,0.0408163265306122
"48","BP","GO:0050922","negative regulation of chemotaxis",50,2,0.05,100,0.00098,0.00098,0.04
"49","BP","GO:0021795","cerebral cortex cell migration",51,2,0.05,102,0.00102,0.00102,0.0392156862745098
"50","BP","GO:0046579","positive regulation of Ras protein signa...",56,2,0.05,109,0.00123,0.00123,0.0357142857142857
"51","BP","GO:0045600","positive regulation of fat cell differen...",57,2,0.05,111,0.00128,0.00128,0.0350877192982456
"53","BP","GO:0008542","visual learning",62,2,0.06,122,0.00151,0.00151,0.032258064516129
"54","BP","GO:0050771","negative regulation of axonogenesis",65,2,0.06,130,0.00166,0.00166,0.0307692307692308
"55","BP","GO:0045844","positive regulation of striated muscle t...",71,2,0.07,138,0.00197,0.00197,0.028169014084507
"56","BP","GO:0061178","regulation of insulin secretion involved...",72,2,0.07,142,0.00203,0.00203,0.0277777777777778
"57","BP","GO:0045638","negative regulation of myeloid cell diff...",77,2,0.07,150,0.00232,0.00232,0.025974025974026
"58","BP","GO:0001823","mesonephros development",89,2,0.08,164,0.00308,0.00308,0.0224719101123595
"60","BP","GO:0097756","negative regulation of blood vessel diam...",90,2,0.08,166,0.00315,0.00315,0.0222222222222222
