"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"31","BP","GO:0042742","defense response to bacterium",145,2,0.06,3,0.0013,0.0013,0.0137931034482759
"32","BP","GO:0002366","leukocyte activation involved in immune ...",209,2,0.08,7,0.0027,0.0027,0.00956937799043062
"33","BP","GO:0000413","protein peptidyl-prolyl isomerization",20,1,0.01,13,0.0078,0.0078,0.05
"34","BP","GO:0035743","CD4-positive, alpha-beta T cell cytokine...",20,1,0.01,14,0.0078,0.0078,0.05
"35","BP","GO:0046641","positive regulation of alpha-beta T cell...",21,1,0.01,15,0.0082,0.0082,0.0476190476190476
"36","BP","GO:0002347","response to tumor cell",21,1,0.01,16,0.0082,0.0082,0.0476190476190476
"37","BP","GO:2000310","regulation of NMDA receptor activity",22,1,0.01,17,0.0086,0.0086,0.0454545454545455
"38","BP","GO:0002446","neutrophil mediated immunity",23,1,0.01,18,0.009,0.009,0.0434782608695652
"39","BP","GO:0042104","positive regulation of activated T cell ...",23,1,0.01,19,0.009,0.009,0.0434782608695652
"40","BP","GO:0086005","ventricular cardiac muscle cell action p...",24,1,0.01,20,0.0094,0.0094,0.0416666666666667
"41","BP","GO:0042119","neutrophil activation",24,1,0.01,21,0.0094,0.0094,0.0416666666666667
"42","BP","GO:0002861","regulation of inflammatory response to a...",25,1,0.01,22,0.0098,0.0098,0.04
"43","BP","GO:0032660","regulation of interleukin-17 production",25,1,0.01,23,0.0098,0.0098,0.04
"44","BP","GO:0002825","regulation of T-helper 1 type immune res...",25,1,0.01,24,0.0098,0.0098,0.04
"45","BP","GO:0001916","positive regulation of T cell mediated c...",25,1,0.01,25,0.0098,0.0098,0.04
"46","BP","GO:0098901","regulation of cardiac muscle cell action...",25,1,0.01,26,0.0098,0.0098,0.04
"47","BP","GO:0045954","positive regulation of natural killer ce...",26,1,0.01,27,0.0102,0.0102,0.0384615384615385
"48","BP","GO:0042832","defense response to protozoan",26,1,0.01,28,0.0102,0.0102,0.0384615384615385
"49","BP","GO:0002717","positive regulation of natural killer ce...",26,1,0.01,29,0.0102,0.0102,0.0384615384615385
"50","BP","GO:0045672","positive regulation of osteoclast differ...",26,1,0.01,30,0.0102,0.0102,0.0384615384615385
"51","BP","GO:0032816","positive regulation of natural killer ce...",27,1,0.01,31,0.0106,0.0106,0.037037037037037
"52","BP","GO:0002230","positive regulation of defense response ...",27,1,0.01,32,0.0106,0.0106,0.037037037037037
"53","BP","GO:0032735","positive regulation of interleukin-12 pr...",27,1,0.01,33,0.0106,0.0106,0.037037037037037
"54","BP","GO:0034390","smooth muscle cell apoptotic process",27,1,0.01,34,0.0106,0.0106,0.037037037037037
"55","BP","GO:0034391","regulation of smooth muscle cell apoptot...",27,1,0.01,35,0.0106,0.0106,0.037037037037037
"56","BP","GO:0086091","regulation of heart rate by cardiac cond...",28,1,0.01,36,0.011,0.011,0.0357142857142857
"57","BP","GO:0001562","response to protozoan",29,1,0.01,39,0.0114,0.0114,0.0344827586206897
"58","BP","GO:0009112","nucleobase metabolic process",29,1,0.01,40,0.0114,0.0114,0.0344827586206897
"59","BP","GO:0001523","retinoid metabolic process",31,1,0.01,43,0.0121,0.0121,0.032258064516129
"60","BP","GO:0032733","positive regulation of interleukin-10 pr...",31,1,0.01,44,0.0121,0.0121,0.032258064516129
