"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"1","MF","GO:0050839","cell adhesion molecule binding",205,2,0.07,1,0.0017,0.0017,0.00975609756097561
"2","MF","GO:0098772","molecular function regulator",1314,3,0.43,2,0.0054,0.0054,0.00228310502283105
"3","MF","GO:0046982","protein heterodimerization activity",473,2,0.15,3,0.0088,0.0088,0.00422832980972516
"4","MF","GO:0005246","calcium channel regulator activity",36,1,0.01,4,0.0116,0.0116,0.0277777777777778
"5","MF","GO:0008146","sulfotransferase activity",43,1,0.01,5,0.0139,0.0139,0.0232558139534884
"6","MF","GO:0016782","transferase activity, transferring sulfu...",58,1,0.02,6,0.0187,0.0187,0.0172413793103448
"7","MF","GO:0005179","hormone activity",62,1,0.02,7,0.0199,0.0199,0.0161290322580645
"8","MF","GO:0042562","hormone binding",84,1,0.03,8,0.0269,0.0269,0.0119047619047619
"9","MF","GO:0099106","ion channel regulator activity",93,1,0.03,9,0.0298,0.0298,0.010752688172043
"10","MF","GO:0005178","integrin binding",109,1,0.04,10,0.0349,0.0349,0.00917431192660551
"11","MF","GO:0016247","channel regulator activity",118,1,0.04,11,0.0377,0.0377,0.00847457627118644
"12","MF","GO:0005102","signaling receptor binding",1229,2,0.4,13,0.054,0.054,0.0016273393002441
"13","MF","GO:0005096","GTPase activator activity",225,1,0.07,14,0.0709,0.0709,0.00444444444444444
"14","MF","GO:0035091","phosphatidylinositol binding",229,1,0.07,15,0.0721,0.0721,0.00436681222707424
"15","MF","GO:0030695","GTPase regulator activity",242,1,0.08,16,0.0761,0.0761,0.00413223140495868
"16","MF","GO:0048018","receptor ligand activity",265,1,0.09,17,0.083,0.083,0.00377358490566038
"17","MF","GO:0060589","nucleoside-triphosphatase regulator acti...",278,1,0.09,18,0.087,0.087,0.00359712230215827
"18","MF","GO:0042802","identical protein binding",1621,2,0.53,19,0.089,0.089,0.00123380629241209
"19","MF","GO:0030545","receptor regulator activity",290,1,0.09,20,0.0906,0.0906,0.00344827586206897
"20","MF","GO:0005543","phospholipid binding",375,1,0.12,21,0.1158,0.1158,0.00266666666666667
"21","MF","GO:0008047","enzyme activator activity",409,1,0.13,22,0.1258,0.1258,0.00244498777506112
"22","MF","GO:0008289","lipid binding",608,1,0.2,24,0.1822,0.1822,0.00164473684210526
"23","MF","GO:0019901","protein kinase binding",677,1,0.22,25,0.2011,0.2011,0.00147710487444609
"24","MF","GO:0019900","kinase binding",747,1,0.24,26,0.2199,0.2199,0.00133868808567604
"25","MF","GO:0042803","protein homodimerization activity",792,1,0.26,27,0.2318,0.2318,0.00126262626262626
"26","MF","GO:0030234","enzyme regulator activity",792,1,0.26,28,0.2318,0.2318,0.00126262626262626
"27","MF","GO:0044877","protein-containing complex binding",1087,1,0.35,29,0.3062,0.3062,0.000919963201471941
"28","MF","GO:0097367","carbohydrate derivative binding",1871,1,0.61,30,0.4763,0.4763,0.000534473543559594
"29","MF","GO:0043167","ion binding",4724,2,1.53,32,0.4848,0.4848,0.000423370025402202
"30","MF","GO:0016740","transferase activity",2004,1,0.65,33,0.5015,0.5015,0.000499001996007984
"31","BP","GO:0060219","camera-type eye photoreceptor cell diffe...",20,1,0.01,5,0.0064,0.0064,0.05
"32","BP","GO:0022010","central nervous system myelination",20,1,0.01,6,0.0064,0.0064,0.05
"33","BP","GO:0006144","purine nucleobase metabolic process",20,1,0.01,7,0.0064,0.0064,0.05
"34","BP","GO:0050858","negative regulation of antigen receptor-...",21,1,0.01,9,0.0068,0.0068,0.0476190476190476
"35","BP","GO:0001525","angiogenesis",423,2,0.14,10,0.007,0.007,0.00472813238770686
"36","BP","GO:0048714","positive regulation of oligodendrocyte d...",23,1,0.01,11,0.0074,0.0074,0.0434782608695652
"37","BP","GO:0061099","negative regulation of protein tyrosine ...",24,1,0.01,12,0.0077,0.0077,0.0416666666666667
"38","BP","GO:0051894","positive regulation of focal adhesion as...",25,1,0.01,13,0.008,0.008,0.04
"39","BP","GO:0015012","heparan sulfate proteoglycan biosyntheti...",25,1,0.01,14,0.008,0.008,0.04
"40","BP","GO:0010470","regulation of gastrulation",25,1,0.01,15,0.008,0.008,0.04
"41","BP","GO:0001523","retinoid metabolic process",27,1,0.01,16,0.0087,0.0087,0.037037037037037
"42","BP","GO:0002691","regulation of cellular extravasation",27,1,0.01,17,0.0087,0.0087,0.037037037037037
"43","BP","GO:0001702","gastrulation with mouth forming second",28,1,0.01,18,0.009,0.009,0.0357142857142857
"44","BP","GO:0040019","positive regulation of embryonic develop...",30,1,0.01,20,0.0096,0.0096,0.0333333333333333
"45","BP","GO:0051281","positive regulation of release of seques...",30,1,0.01,21,0.0096,0.0096,0.0333333333333333
"46","BP","GO:0042462","eye photoreceptor cell development",30,1,0.01,22,0.0096,0.0096,0.0333333333333333
"47","BP","GO:0070570","regulation of neuron projection regenera...",34,1,0.01,29,0.0109,0.0109,0.0294117647058824
"48","BP","GO:0050856","regulation of T cell receptor signaling ...",35,1,0.01,30,0.0112,0.0112,0.0285714285714286
"49","BP","GO:0034113","heterotypic cell-cell adhesion",38,1,0.01,32,0.0122,0.0122,0.0263157894736842
"50","BP","GO:0098609","cell-cell adhesion",579,2,0.19,33,0.0129,0.0129,0.00345423143350604
"51","BP","GO:0007157","heterophilic cell-cell adhesion via plas...",42,1,0.01,34,0.0135,0.0135,0.0238095238095238
"52","BP","GO:0001708","cell fate specification",46,1,0.01,39,0.0148,0.0148,0.0217391304347826
"53","BP","GO:0034308","primary alcohol metabolic process",46,1,0.01,40,0.0148,0.0148,0.0217391304347826
"54","BP","GO:0031641","regulation of myelination",49,1,0.02,50,0.0157,0.0157,0.0204081632653061
"55","BP","GO:0060038","cardiac muscle cell proliferation",51,1,0.02,53,0.0164,0.0164,0.0196078431372549
"56","BP","GO:0031102","neuron projection regeneration",55,1,0.02,56,0.0176,0.0176,0.0181818181818182
"57","BP","GO:0043113","receptor clustering",63,1,0.02,60,0.0202,0.0202,0.0158730158730159
"58","BP","GO:0014855","striated muscle cell proliferation",63,1,0.02,61,0.0202,0.0202,0.0158730158730159
"59","BP","GO:0050771","negative regulation of axonogenesis",66,1,0.02,66,0.0211,0.0211,0.0151515151515152
"60","BP","GO:0034754","cellular hormone metabolic process",67,1,0.02,67,0.0214,0.0214,0.0149253731343284
"61","CC","GO:0045177","apical part of cell",340,2,0.13,2,0.0066,0.0066,0.00588235294117647
"62","CC","GO:0030673","axolemma",21,1,0.01,3,0.008,0.008,0.0476190476190476
"63","CC","GO:0032809","neuronal cell body membrane",30,1,0.01,5,0.0114,0.0114,0.0333333333333333
"64","CC","GO:0097458","neuron part",1771,4,0.68,1,0.0116,0.002,0.00225861095426313
"65","CC","GO:0044298","cell body membrane",32,1,0.01,6,0.0121,0.0121,0.03125
"66","CC","GO:0032590","dendrite membrane",43,1,0.02,7,0.0163,0.0163,0.0232558139534884
"67","CC","GO:0046658","anchored component of plasma membrane",53,1,0.02,8,0.02,0.02,0.0188679245283019
"68","CC","GO:0031224","intrinsic component of membrane",3909,4,1.49,13,0.0368,0.0368,0.00102327961115375
"69","CC","GO:0098982","GABA-ergic synapse",102,1,0.04,15,0.0383,0.0383,0.00980392156862745
"70","CC","GO:0031225","anchored component of membrane",135,1,0.05,16,0.0504,0.0504,0.00740740740740741
"71","CC","GO:0044456","synapse part",1011,2,0.39,17,0.0521,0.0521,0.0019782393669634
"72","CC","GO:0043005","neuron projection",1360,3,0.52,4,0.061,0.0106,0.00220588235294118
"73","CC","GO:0031226","intrinsic component of plasma membrane",1117,2,0.43,20,0.0624,0.0624,0.0017905102954342
"74","CC","GO:0042734","presynaptic membrane",184,1,0.07,21,0.0682,0.0682,0.00543478260869565
"75","CC","GO:0030426","growth cone",195,1,0.07,22,0.0721,0.0721,0.00512820512820513
"76","CC","GO:0030427","site of polarized growth",197,1,0.08,23,0.0728,0.0728,0.0050761421319797
"77","CC","GO:0043209","myelin sheath",207,1,0.08,24,0.0764,0.0764,0.00483091787439614
"78","CC","GO:0045202","synapse",1299,2,0.5,25,0.0817,0.0817,0.00153964588144727
"79","CC","GO:0016324","apical plasma membrane",253,1,0.1,27,0.0927,0.0927,0.00395256916996047
"80","CC","GO:0005783","endoplasmic reticulum",1451,2,0.55,29,0.0993,0.0993,0.00137835975189524
"81","CC","GO:0009897","external side of plasma membrane",277,1,0.11,30,0.1011,0.1011,0.0036101083032491
"82","CC","GO:0005576","extracellular region",1489,2,0.57,31,0.1039,0.1039,0.00134318334452653
"83","CC","GO:0045121","membrane raft",319,1,0.12,32,0.1157,0.1157,0.00313479623824451
"84","CC","GO:0098857","membrane microdomain",320,1,0.12,33,0.116,0.116,0.003125
"85","CC","GO:0098589","membrane region",329,1,0.13,34,0.1191,0.1191,0.00303951367781155
"86","CC","GO:0120025","plasma membrane bounded cell projection",1998,3,0.76,10,0.1221,0.0304,0.0015015015015015
"87","CC","GO:0150034","distal axon",341,1,0.13,35,0.1232,0.1232,0.00293255131964809
"88","CC","GO:0014069","postsynaptic density",373,1,0.14,37,0.1341,0.1341,0.00268096514745308
"89","CC","GO:0032279","asymmetric synapse",376,1,0.14,38,0.1351,0.1351,0.00265957446808511
"90","CC","GO:0044459","plasma membrane part",2127,3,0.81,12,0.1362,0.0359,0.00141043723554302
