"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"1","MF","GO:0050839","cell adhesion molecule binding",202,2,0.15,1,0.0099,0.0099,0.0099009900990099
"2","MF","GO:0098772","molecular function regulator",1235,4,0.95,2,0.0109,0.0109,0.00323886639676113
"3","MF","GO:0070530","K63-linked polyubiquitin modification-de...",21,1,0.02,3,0.016,0.016,0.0476190476190476
"4","MF","GO:0015491","cation:cation antiporter activity",23,1,0.02,4,0.0175,0.0175,0.0434782608695652
"5","MF","GO:0015298","solute:cation antiporter activity",28,1,0.02,5,0.0212,0.0212,0.0357142857142857
"6","MF","GO:0004869","cysteine-type endopeptidase inhibitor ac...",32,1,0.02,6,0.0242,0.0242,0.03125
"7","MF","GO:0019894","kinesin binding",47,1,0.04,7,0.0354,0.0354,0.0212765957446809
"8","MF","GO:0099516","ion antiporter activity",47,1,0.04,8,0.0354,0.0354,0.0212765957446809
"9","MF","GO:0050840","extracellular matrix binding",48,1,0.04,9,0.0361,0.0361,0.0208333333333333
"10","MF","GO:0031593","polyubiquitin modification-dependent pro...",49,1,0.04,10,0.0369,0.0369,0.0204081632653061
"11","MF","GO:0005179","hormone activity",57,1,0.04,11,0.0428,0.0428,0.0175438596491228
"12","MF","GO:0005548","phospholipid transporter activity",59,1,0.05,12,0.0443,0.0443,0.0169491525423729
"13","MF","GO:0046982","protein heterodimerization activity",449,2,0.34,13,0.0444,0.0444,0.0044543429844098
"14","MF","GO:0019888","protein phosphatase regulator activity",61,1,0.05,14,0.0457,0.0457,0.0163934426229508
"15","MF","GO:0005518","collagen binding",64,1,0.05,15,0.0479,0.0479,0.015625
"16","MF","GO:0046983","protein dimerization activity",1121,3,0.86,16,0.0486,0.0486,0.00267618198037467
"17","MF","GO:0004620","phospholipase activity",69,1,0.05,17,0.0516,0.0516,0.0144927536231884
"18","MF","GO:0015297","antiporter activity",69,1,0.05,18,0.0516,0.0516,0.0144927536231884
"19","MF","GO:0019208","phosphatase regulator activity",74,1,0.06,19,0.0552,0.0552,0.0135135135135135
"20","MF","GO:0042562","hormone binding",77,1,0.06,20,0.0574,0.0574,0.012987012987013
"21","MF","GO:0004843","thiol-dependent ubiquitin-specific prote...",80,1,0.06,21,0.0596,0.0596,0.0125
"22","MF","GO:0016298","lipase activity",84,1,0.06,22,0.0625,0.0625,0.0119047619047619
"23","MF","GO:0036459","thiol-dependent ubiquitinyl hydrolase ac...",88,1,0.07,23,0.0653,0.0653,0.0113636363636364
"24","MF","GO:0008270","zinc ion binding",557,2,0.43,24,0.0654,0.0654,0.00359066427289048
"25","MF","GO:0101005","ubiquitinyl hydrolase activity",89,1,0.07,25,0.0661,0.0661,0.0112359550561798
"26","MF","GO:0004866","endopeptidase inhibitor activity",90,1,0.07,26,0.0668,0.0668,0.0111111111111111
"27","MF","GO:0030414","peptidase inhibitor activity",95,1,0.07,27,0.0704,0.0704,0.0105263157894737
"28","MF","GO:0061135","endopeptidase regulator activity",97,1,0.07,28,0.0718,0.0718,0.0103092783505155
"29","MF","GO:0019783","ubiquitin-like protein-specific protease...",98,1,0.07,29,0.0725,0.0725,0.0102040816326531
"30","MF","GO:0052689","carboxylic ester hydrolase activity",99,1,0.08,30,0.0732,0.0732,0.0101010101010101
"31","BP","GO:0019722","calcium-mediated signaling",150,3,0.11,1,0.00017,0.00017,0.02
"32","BP","GO:0040011","locomotion",1380,6,1.05,2,0.00478,0.00023,0.00434782608695652
"33","BP","GO:0001764","neuron migration",155,2,0.12,6,0.00591,0.00591,0.0129032258064516
"34","BP","GO:0014829","vascular smooth muscle contraction",20,1,0.02,10,0.01514,0.01514,0.05
"35","BP","GO:1903514","release of sequestered calcium ion into ...",20,1,0.02,11,0.01514,0.01514,0.05
"36","BP","GO:0014808","release of sequestered calcium ion into ...",20,1,0.02,12,0.01514,0.01514,0.05
"37","BP","GO:0033198","response to ATP",21,1,0.02,13,0.01589,0.01589,0.0476190476190476
"38","BP","GO:2001224","positive regulation of neuron migration",21,1,0.02,14,0.01589,0.01589,0.0476190476190476
"39","BP","GO:0140115","export across plasma membrane",21,1,0.02,15,0.01589,0.01589,0.0476190476190476
"40","BP","GO:0032878","regulation of establishment or maintenan...",24,1,0.02,16,0.01814,0.01814,0.0416666666666667
"41","BP","GO:0071312","cellular response to alkaloid",24,1,0.02,17,0.01814,0.01814,0.0416666666666667
"42","BP","GO:0070296","sarcoplasmic reticulum calcium ion trans...",24,1,0.02,18,0.01814,0.01814,0.0416666666666667
"43","BP","GO:0001523","retinoid metabolic process",25,1,0.02,19,0.01889,0.01889,0.04
"44","BP","GO:0071108","protein K48-linked deubiquitination",25,1,0.02,20,0.01889,0.01889,0.04
"45","BP","GO:0002026","regulation of the force of heart contrac...",26,1,0.02,21,0.01964,0.01964,0.0384615384615385
"46","BP","GO:0086065","cell communication involved in cardiac c...",27,1,0.02,22,0.02039,0.02039,0.037037037037037
"47","BP","GO:0006929","substrate-dependent cell migration",27,1,0.02,23,0.02039,0.02039,0.037037037037037
"48","BP","GO:0016101","diterpenoid metabolic process",27,1,0.02,24,0.02039,0.02039,0.037037037037037
"49","BP","GO:0090075","relaxation of muscle",28,1,0.02,25,0.02114,0.02114,0.0357142857142857
"50","BP","GO:0071320","cellular response to cAMP",28,1,0.02,26,0.02114,0.02114,0.0357142857142857
"51","BP","GO:0070536","protein K63-linked deubiquitination",28,1,0.02,27,0.02114,0.02114,0.0357142857142857
"52","BP","GO:0006721","terpenoid metabolic process",29,1,0.02,28,0.02188,0.02188,0.0344827586206897
"53","BP","GO:0009112","nucleobase metabolic process",30,1,0.02,29,0.02263,0.02263,0.0333333333333333
"54","BP","GO:0070884","regulation of calcineurin-NFAT signaling...",31,1,0.02,30,0.02338,0.02338,0.032258064516129
"55","BP","GO:0055078","sodium ion homeostasis",31,1,0.02,31,0.02338,0.02338,0.032258064516129
"56","BP","GO:0106056","regulation of calcineurin-mediated signa...",31,1,0.02,32,0.02338,0.02338,0.032258064516129
"57","BP","GO:0010762","regulation of fibroblast migration",35,1,0.03,33,0.02636,0.02636,0.0285714285714286
"58","BP","GO:0006979","response to oxidative stress",340,2,0.26,34,0.02643,0.02643,0.00588235294117647
"59","BP","GO:0010256","endomembrane system organization",344,2,0.26,35,0.02702,0.02702,0.00581395348837209
"60","BP","GO:0030501","positive regulation of bone mineralizati...",36,1,0.03,36,0.0271,0.0271,0.0277777777777778
"61","CC","GO:0043197","dendritic spine",182,2,0.14,1,0.0078,0.0078,0.010989010989011
"62","CC","GO:0099243","extrinsic component of synaptic membrane",23,1,0.02,6,0.0171,0.0171,0.0434782608695652
"63","CC","GO:0045211","postsynaptic membrane",329,2,0.25,7,0.0241,0.0241,0.0060790273556231
"64","CC","GO:0005874","microtubule",372,2,0.28,10,0.0303,0.0303,0.00537634408602151
"65","CC","GO:0005911","cell-cell junction",377,2,0.28,11,0.0311,0.0311,0.00530503978779841
"66","CC","GO:0044295","axonal growth cone",44,1,0.03,12,0.0325,0.0325,0.0227272727272727
"67","CC","GO:0033267","axon part",407,2,0.31,13,0.0358,0.0358,0.00491400491400491
"68","CC","GO:0014704","intercalated disc",53,1,0.04,14,0.039,0.039,0.0188679245283019
"69","CC","GO:0030315","T-tubule",58,1,0.04,16,0.0427,0.0427,0.0172413793103448
"70","CC","GO:0097060","synaptic membrane",453,2,0.34,17,0.0435,0.0435,0.00441501103752759
"71","CC","GO:0043198","dendritic shaft",65,1,0.05,18,0.0477,0.0477,0.0153846153846154
"72","CC","GO:0016528","sarcoplasm",72,1,0.05,19,0.0527,0.0527,0.0138888888888889
"73","CC","GO:0044291","cell-cell contact zone",74,1,0.06,20,0.0541,0.0541,0.0135135135135135
"74","CC","GO:0099513","polymeric cytoskeletal fiber",531,2,0.4,22,0.0579,0.0579,0.00376647834274953
"75","CC","GO:0044304","main axon",80,1,0.06,23,0.0584,0.0584,0.0125
"76","CC","GO:0031594","neuromuscular junction",83,1,0.06,24,0.0605,0.0605,0.0120481927710843
"77","CC","GO:0030175","filopodium",87,1,0.07,26,0.0634,0.0634,0.0114942528735632
"78","CC","GO:0030018","Z disc",102,1,0.08,27,0.0739,0.0739,0.00980392156862745
"79","CC","GO:0031674","I band",107,1,0.08,28,0.0774,0.0774,0.00934579439252336
"80","CC","GO:0030424","axon",627,2,0.47,29,0.0777,0.0777,0.00318979266347687
"81","CC","GO:0043204","perikaryon",116,1,0.09,32,0.0837,0.0837,0.00862068965517241
"82","CC","GO:0005875","microtubule associated complex",126,1,0.09,34,0.0906,0.0906,0.00793650793650794
"83","CC","GO:0099512","supramolecular fiber",698,2,0.52,35,0.0936,0.0936,0.00286532951289398
"84","CC","GO:0099080","supramolecular complex",703,2,0.53,36,0.0947,0.0947,0.00284495021337127
"85","CC","GO:0099081","supramolecular polymer",703,2,0.53,37,0.0947,0.0947,0.00284495021337127
"86","CC","GO:0042383","sarcolemma",138,1,0.1,38,0.0988,0.0988,0.0072463768115942
