"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"1","MF","GO:0005543","phospholipid binding",369,2,0.1,2,0.0036,0.0036,0.00542005420054201
"2","MF","GO:0008047","enzyme activator activity",400,2,0.11,3,0.0042,0.0042,0.005
"3","MF","GO:0048156","tau protein binding",21,1,0.01,4,0.0057,0.0057,0.0476190476190476
"4","MF","GO:0016209","antioxidant activity",61,2,0.02,1,0.0057,9.9e-05,0.0327868852459016
"5","MF","GO:0050750","low-density lipoprotein particle recepto...",22,1,0.01,5,0.0059,0.0059,0.0454545454545455
"6","MF","GO:0071813","lipoprotein particle binding",25,1,0.01,6,0.0067,0.0067,0.04
"7","MF","GO:0043394","proteoglycan binding",27,1,0.01,9,0.0073,0.0073,0.037037037037037
"8","MF","GO:0015248","sterol transporter activity",27,1,0.01,10,0.0073,0.0073,0.037037037037037
"9","MF","GO:0004601","peroxidase activity",33,1,0.01,12,0.0089,0.0089,0.0303030303030303
"10","MF","GO:0015485","cholesterol binding",40,1,0.01,14,0.0107,0.0107,0.025
"11","MF","GO:0032934","sterol binding",46,1,0.01,15,0.0124,0.0124,0.0217391304347826
"12","MF","GO:0001540","amyloid-beta binding",54,1,0.01,16,0.0145,0.0145,0.0185185185185185
"13","MF","GO:0043178","alcohol binding",67,1,0.02,18,0.0179,0.0179,0.0149253731343284
"14","MF","GO:0005496","steroid binding",76,1,0.02,19,0.0203,0.0203,0.0131578947368421
"15","MF","GO:0005178","integrin binding",108,1,0.03,21,0.0288,0.0288,0.00925925925925926
"16","MF","GO:0008201","heparin binding",116,1,0.03,22,0.0309,0.0309,0.00862068965517241
"17","MF","GO:0005539","glycosaminoglycan binding",158,1,0.04,26,0.0419,0.0419,0.00632911392405063
"18","MF","GO:1901681","sulfur compound binding",195,1,0.05,27,0.0516,0.0516,0.00512820512820513
"19","MF","GO:0050839","cell adhesion molecule binding",203,1,0.05,28,0.0536,0.0536,0.00492610837438424
"20","MF","GO:0005096","GTPase activator activity",222,1,0.06,29,0.0585,0.0585,0.0045045045045045
"21","MF","GO:0042277","peptide binding",229,1,0.06,30,0.0604,0.0604,0.00436681222707424
"22","MF","GO:0035091","phosphatidylinositol binding",230,1,0.06,31,0.0606,0.0606,0.00434782608695652
"23","MF","GO:0030695","GTPase regulator activity",239,1,0.06,32,0.0629,0.0629,0.00418410041841004
"24","MF","GO:0060589","nucleoside-triphosphatase regulator acti...",276,1,0.07,33,0.0724,0.0724,0.0036231884057971
"25","MF","GO:0033218","amide binding",288,1,0.08,34,0.0754,0.0754,0.00347222222222222
"26","MF","GO:0036094","small molecule binding",2086,2,0.56,36,0.0976,0.0976,0.000958772770853308
"27","MF","GO:0019901","protein kinase binding",673,1,0.18,39,0.1695,0.1695,0.00148588410104012
"28","MF","GO:0019900","kinase binding",742,1,0.2,40,0.1856,0.1856,0.00134770889487871
"29","MF","GO:0044877","protein-containing complex binding",1060,2,0.29,20,0.1954,0.0278,0.00188679245283019
