"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"1","MF","GO:0005178","integrin binding",118,1,0.02,1,0.022,0.022,0.00847457627118644
"2","MF","GO:0050839","cell adhesion molecule binding",216,1,0.04,2,0.04,0.04,0.00462962962962963
"3","MF","GO:0005096","GTPase activator activity",226,1,0.04,3,0.041,0.041,0.00442477876106195
"4","MF","GO:0035091","phosphatidylinositol binding",229,1,0.04,4,0.042,0.042,0.00436681222707424
"5","MF","GO:0030695","GTPase regulator activity",243,1,0.05,5,0.045,0.045,0.00411522633744856
"6","MF","GO:0060589","nucleoside-triphosphatase regulator acti...",280,1,0.05,6,0.051,0.051,0.00357142857142857
"7","MF","GO:0005543","phospholipid binding",380,1,0.07,7,0.069,0.069,0.00263157894736842
"8","MF","GO:0008047","enzyme activator activity",415,1,0.08,8,0.075,0.075,0.00240963855421687
"9","MF","GO:0008289","lipid binding",626,1,0.12,9,0.112,0.112,0.00159744408945687
"10","MF","GO:0019901","protein kinase binding",685,1,0.13,10,0.122,0.122,0.00145985401459854
"11","MF","GO:0019900","kinase binding",757,1,0.14,11,0.134,0.134,0.00132100396301189
"12","MF","GO:0004888","transmembrane signaling receptor activit...",780,1,0.15,12,0.138,0.138,0.00128205128205128
"13","MF","GO:0030234","enzyme regulator activity",811,1,0.15,13,0.143,0.143,0.00123304562268804
"14","MF","GO:0038023","signaling receptor activity",927,1,0.17,14,0.163,0.163,0.00107874865156419
"15","MF","GO:0060089","molecular transducer activity",973,1,0.18,15,0.17,0.17,0.00102774922918808
"16","MF","GO:0044877","protein-containing complex binding",1118,1,0.21,16,0.194,0.194,0.000894454382826476
"17","MF","GO:0005102","signaling receptor binding",1301,1,0.24,17,0.223,0.223,0.000768639508070715
"18","MF","GO:0098772","molecular function regulator",1372,1,0.26,18,0.234,0.234,0.000728862973760933
"19","MF","GO:0042802","identical protein binding",1665,1,0.31,19,0.279,0.279,0.000600600600600601
"20","MF","GO:0097367","carbohydrate derivative binding",1927,1,0.36,20,0.317,0.317,0.000518941359626362
"21","MF","GO:0019899","enzyme binding",2134,1,0.4,21,0.347,0.347,0.000468603561387067
"22","MF","GO:0043168","anion binding",2440,1,0.45,22,0.389,0.389,0.00040983606557377
"23","MF","GO:0005515","protein binding",7638,2,1.42,23,0.461,0.461,0.000261848651479445
"24","MF","GO:0043167","ion binding",4869,1,0.91,24,0.66,0.66,0.000205380981721093
"25","MF","GO:0005488","binding",10778,2,2.01,25,0.743,0.743,0.000185563184264242
"26","MF","GO:0003674","molecular_function",16126,3,3,26,1,1,0.00018603497457522
"27","MF","GO:0000030","mannosyltransferase activity",25,0,0,27,1,1,0
"28","MF","GO:0000049","tRNA binding",53,0,0.01,28,1,1,0
"29","MF","GO:0000062","fatty-acyl-CoA binding",26,0,0,29,1,1,0
"30","MF","GO:0000149","SNARE binding",114,0,0.02,30,1,1,0
"31","BP","GO:0050770","regulation of axonogenesis",188,2,0.03,1,4e-04,4e-04,0.0106382978723404
"32","BP","GO:0003272","endocardial cushion formation",20,1,0,9,0.0037,0.0037,0.05
"33","BP","GO:0034114","regulation of heterotypic cell-cell adhe...",20,1,0,10,0.0037,0.0037,0.05
"34","BP","GO:0002693","positive regulation of cellular extravas...",20,1,0,11,0.0037,0.0037,0.05
"35","BP","GO:0003176","aortic valve development",20,1,0,12,0.0037,0.0037,0.05
"36","BP","GO:0003177","pulmonary valve development",20,1,0,13,0.0037,0.0037,0.05
"37","BP","GO:0001759","organ induction",20,1,0,14,0.0037,0.0037,0.05
"38","BP","GO:0050858","negative regulation of antigen receptor-...",21,1,0,15,0.0039,0.0039,0.0476190476190476
"39","BP","GO:0001568","blood vessel development",613,2,0.11,17,0.0042,0.0042,0.0032626427406199
"40","BP","GO:0061099","negative regulation of protein tyrosine ...",24,1,0,21,0.0044,0.0044,0.0416666666666667
"41","BP","GO:0060914","heart formation",24,1,0,22,0.0044,0.0044,0.0416666666666667
"42","BP","GO:0003148","outflow tract septum morphogenesis",24,1,0,23,0.0044,0.0044,0.0416666666666667
"43","BP","GO:0051894","positive regulation of focal adhesion as...",25,1,0,25,0.0046,0.0046,0.04
"44","BP","GO:0042462","eye photoreceptor cell development",31,1,0.01,36,0.0057,0.0057,0.032258064516129
"45","BP","GO:0051281","positive regulation of release of seques...",32,1,0.01,41,0.0059,0.0059,0.03125
"46","BP","GO:0021884","forebrain neuron development",34,1,0.01,42,0.0063,0.0063,0.0294117647058824
"47","BP","GO:2000826","regulation of heart morphogenesis",34,1,0.01,43,0.0063,0.0063,0.0294117647058824
"48","BP","GO:0070570","regulation of neuron projection regenera...",35,1,0.01,44,0.0065,0.0065,0.0285714285714286
"49","BP","GO:0050856","regulation of T cell receptor signaling ...",36,1,0.01,45,0.0067,0.0067,0.0277777777777778
"50","BP","GO:0021772","olfactory bulb development",36,1,0.01,46,0.0067,0.0067,0.0277777777777778
"51","BP","GO:0045747","positive regulation of Notch signaling p...",38,1,0.01,47,0.007,0.007,0.0263157894736842
"52","BP","GO:0003179","heart valve morphogenesis",39,1,0.01,49,0.0072,0.0072,0.0256410256410256
"53","BP","GO:0060412","ventricular septum morphogenesis",40,1,0.01,50,0.0074,0.0074,0.025
"54","BP","GO:0050919","negative chemotaxis",44,1,0.01,55,0.0081,0.0081,0.0227272727272727
"55","BP","GO:0003407","neural retina development",48,1,0.01,61,0.0089,0.0089,0.0208333333333333
"56","BP","GO:0060042","retina morphogenesis in camera-type eye",49,1,0.01,63,0.0091,0.0091,0.0204081632653061
"57","BP","GO:0008038","neuron recognition",49,1,0.01,64,0.0091,0.0091,0.0204081632653061
"58","BP","GO:0050922","negative regulation of chemotaxis",49,1,0.01,65,0.0091,0.0091,0.0204081632653061
"59","BP","GO:0035295","tube development",941,2,0.17,71,0.0097,0.0097,0.00212539851222104
"60","BP","GO:0035904","aorta development",56,1,0.01,75,0.0103,0.0103,0.0178571428571429
"61","CC","GO:0030673","axolemma",21,2,0,1,4.6e-06,4.6e-06,0.0952380952380952
"62","CC","GO:0045177","apical part of cell",354,2,0.06,8,0.0014,0.00136,0.00564971751412429
"63","CC","GO:0032809","neuronal cell body membrane",30,1,0.01,14,0.0055,0.00546,0.0333333333333333
"64","CC","GO:0009986","cell surface",734,2,0.13,15,0.0058,0.00578,0.00272479564032698
"65","CC","GO:0032590","dendrite membrane",44,1,0.01,17,0.008,0.008,0.0227272727272727
