"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"1","MF","GO:0008047","enzyme activator activity",400,2,0.11,1,0.0045,0.0045,0.005
"2","MF","GO:0017080","sodium channel regulator activity",26,1,0.01,2,0.0072,0.0072,0.0384615384615385
"3","MF","GO:0048487","beta-tubulin binding",39,1,0.01,3,0.0108,0.0108,0.0256410256410256
"4","MF","GO:0005245","voltage-gated calcium channel activity",44,1,0.01,4,0.0122,0.0122,0.0227272727272727
"5","MF","GO:0030295","protein kinase activator activity",66,1,0.02,6,0.0182,0.0182,0.0151515151515152
"6","MF","GO:0019905","syntaxin binding",70,1,0.02,7,0.0193,0.0193,0.0142857142857143
"7","MF","GO:0019209","kinase activator activity",72,1,0.02,8,0.0199,0.0199,0.0138888888888889
"8","MF","GO:0008083","growth factor activity",79,1,0.02,9,0.0218,0.0218,0.0126582278481013
"9","MF","GO:0005262","calcium channel activity",103,1,0.03,10,0.0283,0.0283,0.00970873786407767
"10","MF","GO:0000149","SNARE binding",107,1,0.03,11,0.0294,0.0294,0.00934579439252336
"11","MF","GO:0022843","voltage-gated cation channel activity",117,1,0.03,13,0.0321,0.0321,0.00854700854700855
"12","MF","GO:0015085","calcium ion transmembrane transporter ac...",119,1,0.03,14,0.0327,0.0327,0.00840336134453781
"13","MF","GO:0044325","ion channel binding",119,1,0.03,15,0.0327,0.0327,0.00840336134453781
"14","MF","GO:0019887","protein kinase regulator activity",143,1,0.04,16,0.0392,0.0392,0.00699300699300699
"15","MF","GO:0022832","voltage-gated channel activity",157,1,0.04,18,0.0429,0.0429,0.00636942675159236
"16","MF","GO:0005244","voltage-gated ion channel activity",157,1,0.04,19,0.0429,0.0429,0.00636942675159236
"17","MF","GO:0005516","calmodulin binding",159,1,0.04,20,0.0435,0.0435,0.00628930817610063
"18","MF","GO:0019207","kinase regulator activity",173,1,0.05,21,0.0472,0.0472,0.00578034682080925
"19","MF","GO:0008017","microtubule binding",212,1,0.06,22,0.0576,0.0576,0.00471698113207547
"20","MF","GO:0005096","GTPase activator activity",220,1,0.06,23,0.0598,0.0598,0.00454545454545455
"21","MF","GO:0048018","receptor ligand activity",228,1,0.06,24,0.0619,0.0619,0.0043859649122807
"22","MF","GO:0030695","GTPase regulator activity",237,1,0.07,25,0.0643,0.0643,0.00421940928270042
"23","MF","GO:0005261","cation channel activity",240,1,0.07,26,0.0651,0.0651,0.00416666666666667
"24","MF","GO:0022839","ion gated channel activity",244,1,0.07,27,0.0661,0.0661,0.00409836065573771
"25","MF","GO:0030545","receptor regulator activity",252,1,0.07,28,0.0682,0.0682,0.00396825396825397
"26","MF","GO:0022836","gated channel activity",255,1,0.07,29,0.069,0.069,0.00392156862745098
"27","MF","GO:0060589","nucleoside-triphosphatase regulator acti...",274,1,0.08,30,0.074,0.074,0.00364963503649635
"28","MF","GO:0015631","tubulin binding",299,1,0.08,31,0.0806,0.0806,0.00334448160535117
"29","MF","GO:0005216","ion channel activity",302,1,0.08,32,0.0813,0.0813,0.0033112582781457
"30","MF","GO:0022838","substrate-specific channel activity",307,1,0.09,33,0.0826,0.0826,0.00325732899022801
"31","BP","GO:0022604","regulation of cell morphogenesis",474,3,0.13,1,0.0029,0.00014,0.00632911392405063
"32","BP","GO:0050808","synapse organization",404,2,0.11,11,0.0045,0.0045,0.00495049504950495
"33","BP","GO:0055083","monovalent inorganic anion homeostasis",20,1,0.01,13,0.0055,0.00552,0.05
"34","BP","GO:0048266","behavioral response to pain",20,1,0.01,14,0.0055,0.00552,0.05
"35","BP","GO:0007271","synaptic transmission, cholinergic",21,1,0.01,15,0.0058,0.00579,0.0476190476190476
"36","BP","GO:0007274","neuromuscular synaptic transmission",21,1,0.01,16,0.0058,0.00579,0.0476190476190476
"37","BP","GO:0021522","spinal cord motor neuron differentiation",21,1,0.01,17,0.0058,0.00579,0.0476190476190476
"38","BP","GO:0048670","regulation of collateral sprouting",22,1,0.01,18,0.0061,0.00607,0.0454545454545455
"39","BP","GO:0060004","reflex",22,1,0.01,19,0.0061,0.00607,0.0454545454545455
"40","BP","GO:0072657","protein localization to membrane",490,2,0.14,20,0.0066,0.00656,0.00408163265306122
"41","BP","GO:0021697","cerebellar cortex formation",24,1,0.01,21,0.0066,0.00662,0.0416666666666667
"42","BP","GO:0048103","somatic stem cell division",24,1,0.01,22,0.0066,0.00662,0.0416666666666667
"43","BP","GO:0098901","regulation of cardiac muscle cell action...",25,1,0.01,25,0.0069,0.00689,0.04
"44","BP","GO:0007214","gamma-aminobutyric acid signaling pathwa...",26,1,0.01,26,0.0072,0.00717,0.0384615384615385
"45","BP","GO:0046885","regulation of hormone biosynthetic proce...",26,1,0.01,27,0.0072,0.00717,0.0384615384615385
"46","BP","GO:0000096","sulfur amino acid metabolic process",27,1,0.01,28,0.0074,0.00744,0.037037037037037
"47","BP","GO:1904646","cellular response to amyloid-beta",28,1,0.01,29,0.0077,0.00772,0.0357142857142857
"48","BP","GO:0015695","organic cation transport",28,1,0.01,30,0.0077,0.00772,0.0357142857142857
"49","BP","GO:0007026","negative regulation of microtubule depol...",30,1,0.01,35,0.0083,0.00827,0.0333333333333333
"50","BP","GO:0021680","cerebellar Purkinje cell layer developme...",30,1,0.01,36,0.0083,0.00827,0.0333333333333333
"51","BP","GO:0033238","regulation of cellular amine metabolic p...",33,1,0.01,41,0.0091,0.00909,0.0303030303030303
"52","BP","GO:1901385","regulation of voltage-gated calcium chan...",33,1,0.01,42,0.0091,0.00909,0.0303030303030303
"53","BP","GO:0086004","regulation of cardiac muscle cell contra...",36,1,0.01,48,0.0099,0.00992,0.0277777777777778
"54","BP","GO:0050881","musculoskeletal movement",41,1,0.01,52,0.0113,0.01129,0.024390243902439
"55","BP","GO:0050879","multicellular organismal movement",41,1,0.01,53,0.0113,0.01129,0.024390243902439
"56","BP","GO:0007628","adult walking behavior",41,1,0.01,54,0.0113,0.01129,0.024390243902439
"57","BP","GO:0090659","walking behavior",43,1,0.01,59,0.0118,0.01184,0.0232558139534884
"58","BP","GO:0021795","cerebral cortex cell migration",52,1,0.01,74,0.0143,0.0143,0.0192307692307692
"59","BP","GO:0007405","neuroblast proliferation",55,1,0.02,75,0.0151,0.01512,0.0181818181818182
"60","BP","GO:0050885","neuromuscular process controlling balanc...",57,1,0.02,77,0.0157,0.01567,0.0175438596491228
"61","CC","GO:0099059","integral component of presynaptic active...",22,1,0.01,1,0.0075,0.0075,0.0454545454545455
"62","CC","GO:0005891","voltage-gated calcium channel complex",35,1,0.01,3,0.0119,0.0119,0.0285714285714286
"63","CC","GO:0016328","lateral plasma membrane",40,1,0.01,4,0.0135,0.0135,0.025
"64","CC","GO:0030425","dendrite",633,2,0.22,6,0.017,0.017,0.00315955766192733
"65","CC","GO:0097447","dendritic tree",636,2,0.22,7,0.0171,0.0171,0.00314465408805031
"66","CC","GO:0034704","calcium channel complex",52,1,0.02,8,0.0176,0.0176,0.0192307692307692
"67","CC","GO:0014704","intercalated disc",53,1,0.02,9,0.0179,0.0179,0.0188679245283019
"68","CC","GO:0044291","cell-cell contact zone",74,1,0.03,10,0.0249,0.0249,0.0135135135135135
"69","CC","GO:0030175","filopodium",85,1,0.03,11,0.0286,0.0286,0.0117647058823529
"70","CC","GO:0036477","somatodendritic compartment",907,2,0.31,13,0.0336,0.0336,0.00220507166482911
"71","CC","GO:0043204","perikaryon",111,1,0.04,15,0.0372,0.0372,0.00900900900900901
"72","CC","GO:0098858","actin-based cell projection",168,1,0.06,17,0.0559,0.0559,0.00595238095238095
"73","CC","GO:0034703","cation channel complex",187,1,0.06,19,0.062,0.062,0.0053475935828877
"74","CC","GO:0030426","growth cone",192,1,0.07,20,0.0637,0.0637,0.00520833333333333
"75","CC","GO:0043005","neuron projection",1285,2,0.44,21,0.0639,0.0639,0.00155642023346304
"76","CC","GO:0030427","site of polarized growth",194,1,0.07,22,0.0643,0.0643,0.00515463917525773
"77","CC","GO:0005576","extracellular region",1309,2,0.45,24,0.0661,0.0661,0.00152788388082506
"78","CC","GO:0044463","cell projection part",1314,2,0.45,25,0.0666,0.0666,0.0015220700152207
"79","CC","GO:0120038","plasma membrane bounded cell projection ...",1314,2,0.45,26,0.0666,0.0666,0.0015220700152207
"80","CC","GO:0034702","ion channel complex",239,1,0.08,28,0.0787,0.0787,0.00418410041841004
"81","CC","GO:1902495","transmembrane transporter complex",248,1,0.08,29,0.0816,0.0816,0.00403225806451613
"82","CC","GO:0062023","collagen-containing extracellular matrix",253,1,0.09,30,0.0832,0.0832,0.00395256916996047
"83","CC","GO:1990351","transporter complex",255,1,0.09,31,0.0838,0.0838,0.00392156862745098
"84","CC","GO:0016607","nuclear speck",296,1,0.1,33,0.0968,0.0968,0.00337837837837838
"85","CC","GO:0031012","extracellular matrix",322,1,0.11,35,0.1049,0.1049,0.0031055900621118
"86","CC","GO:0150034","distal axon",329,1,0.11,37,0.1071,0.1071,0.00303951367781155
"87","CC","GO:0005874","microtubule",375,1,0.13,39,0.1213,0.1213,0.00266666666666667
"88","CC","GO:0120025","plasma membrane bounded cell projection",1872,2,0.64,40,0.1248,0.1248,0.00106837606837607
"89","CC","GO:0005911","cell-cell junction",387,1,0.13,41,0.125,0.125,0.00258397932816537
"90","CC","GO:0033267","axon part",403,1,0.14,42,0.1298,0.1298,0.00248138957816377
