"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"31","BP","GO:0060219","camera-type eye photoreceptor cell diffe...",22,1,0,1,0.0026,0.0026,0.0454545454545455
"32","BP","GO:0050858","negative regulation of antigen receptor-...",24,1,0,2,0.0029,0.0029,0.0416666666666667
"33","BP","GO:0051894","positive regulation of focal adhesion as...",24,1,0,3,0.0029,0.0029,0.0416666666666667
"34","BP","GO:0061099","negative regulation of protein tyrosine ...",26,1,0,4,0.0031,0.0031,0.0384615384615385
"35","BP","GO:0002691","regulation of cellular extravasation",27,1,0,5,0.0032,0.0032,0.037037037037037
"36","BP","GO:0042462","eye photoreceptor cell development",31,1,0,7,0.0037,0.0037,0.032258064516129
"37","BP","GO:0070570","regulation of neuron projection regenera...",34,1,0,9,0.0041,0.0041,0.0294117647058824
"38","BP","GO:0051281","positive regulation of release of seques...",37,1,0,10,0.0044,0.0044,0.027027027027027
"39","BP","GO:0050856","regulation of T cell receptor signaling ...",38,1,0,11,0.0046,0.0046,0.0263157894736842
"40","BP","GO:0034113","heterotypic cell-cell adhesion",41,1,0,12,0.0049,0.0049,0.024390243902439
"41","BP","GO:0043113","receptor clustering",63,1,0.01,26,0.0076,0.0076,0.0158730158730159
"42","BP","GO:0050771","negative regulation of axonogenesis",67,1,0.01,28,0.008,0.008,0.0149253731343284
"43","BP","GO:0007229","integrin-mediated signaling pathway",84,1,0.01,37,0.0101,0.0101,0.0119047619047619
"44","BP","GO:0002687","positive regulation of leukocyte migrati...",114,1,0.01,47,0.0137,0.0137,0.0087719298245614
"45","BP","GO:0050870","positive regulation of T cell activation",158,1,0.02,59,0.0189,0.0189,0.00632911392405063
"46","BP","GO:1903039","positive regulation of leukocyte cell-ce...",172,1,0.02,66,0.0206,0.0206,0.00581395348837209
"47","BP","GO:0043547","positive regulation of GTPase activity",194,1,0.02,73,0.0232,0.0232,0.00515463917525773
"48","BP","GO:0022409","positive regulation of cell-cell adhesio...",202,1,0.02,76,0.0241,0.0241,0.00495049504950495
"49","BP","GO:0051251","positive regulation of lymphocyte activa...",225,1,0.03,78,0.0269,0.0269,0.00444444444444444
"50","BP","GO:0046777","protein autophosphorylation",227,1,0.03,80,0.0271,0.0271,0.00440528634361234
"51","BP","GO:0030336","negative regulation of cell migration",238,1,0.03,84,0.0284,0.0284,0.00420168067226891
"52","BP","GO:1903037","regulation of leukocyte cell-cell adhesi...",247,1,0.03,87,0.0295,0.0295,0.00404858299595142
"53","BP","GO:2000146","negative regulation of cell motility",249,1,0.03,88,0.0297,0.0297,0.00401606425702811
"54","BP","GO:0050863","regulation of T cell activation",259,1,0.03,89,0.0309,0.0309,0.00386100386100386
"55","BP","GO:0002696","positive regulation of leukocyte activat...",264,1,0.03,91,0.0315,0.0315,0.00378787878787879
"56","BP","GO:0043087","regulation of GTPase activity",269,1,0.03,93,0.0321,0.0321,0.00371747211895911
"57","BP","GO:0007159","leukocyte cell-cell adhesion",271,1,0.03,95,0.0323,0.0323,0.003690036900369
"58","BP","GO:0050867","positive regulation of cell activation",278,1,0.03,97,0.0332,0.0332,0.00359712230215827
"59","BP","GO:0051271","negative regulation of cellular componen...",284,1,0.03,101,0.0339,0.0339,0.00352112676056338
"60","BP","GO:0040013","negative regulation of locomotion",299,1,0.04,105,0.0356,0.0356,0.00334448160535117
