"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"1","MF","GO:0042803","protein homodimerization activity",751,4,0.59,3,0.002,0.00197,0.00532623169107856
"2","MF","GO:0031072","heat shock protein binding",122,2,0.1,4,0.0039,0.00391,0.0163934426229508
"3","MF","GO:0005126","cytokine receptor binding",164,2,0.13,5,0.0069,0.00695,0.0121951219512195
"4","MF","GO:0050839","cell adhesion molecule binding",193,2,0.15,7,0.0095,0.00951,0.0103626943005181
"5","MF","GO:0098772","molecular function regulator",1210,4,0.95,8,0.011,0.01102,0.00330578512396694
"6","MF","GO:0019901","protein kinase binding",647,3,0.51,9,0.0121,0.01214,0.00463678516228748
"7","MF","GO:0019904","protein domain specific binding",688,3,0.54,10,0.0143,0.01435,0.00436046511627907
"8","MF","GO:0035259","glucocorticoid receptor binding",20,1,0.02,11,0.0155,0.01555,0.05
"9","MF","GO:0019900","kinase binding",713,3,0.56,12,0.0158,0.0158,0.00420757363253857
"10","MF","GO:0048156","tau protein binding",21,1,0.02,13,0.0163,0.01632,0.0476190476190476
"11","MF","GO:0030234","enzyme regulator activity",736,3,0.58,15,0.0172,0.01721,0.00407608695652174
"12","MF","GO:0005515","protein binding",6942,11,5.43,1,0.0184,0.00043,0.00158455776433305
"13","MF","GO:0042379","chemokine receptor binding",24,1,0.02,16,0.0186,0.01863,0.0416666666666667
"14","MF","GO:0005102","signaling receptor binding",1140,5,0.89,2,0.0211,0.00106,0.0043859649122807
"15","MF","GO:0004869","cysteine-type endopeptidase inhibitor ac...",29,1,0.02,17,0.0225,0.02247,0.0344827586206897
"16","MF","GO:0097718","disordered domain specific binding",30,1,0.02,18,0.0232,0.02324,0.0333333333333333
"17","MF","GO:0001103","RNA polymerase II repressing transcripti...",32,1,0.03,20,0.0248,0.02477,0.03125
"18","MF","GO:0098531","transcription factor activity, direct li...",32,1,0.03,21,0.0248,0.02477,0.03125
"19","MF","GO:0004879","nuclear receptor activity",32,1,0.03,22,0.0248,0.02477,0.03125
"20","MF","GO:0004601","peroxidase activity",33,1,0.03,23,0.0255,0.02554,0.0303030303030303
"21","MF","GO:0016684","oxidoreductase activity, acting on perox...",37,1,0.03,24,0.0286,0.02859,0.027027027027027
"22","MF","GO:0043022","ribosome binding",59,1,0.05,25,0.0452,0.04524,0.0169491525423729
"23","MF","GO:0016209","antioxidant activity",59,1,0.05,26,0.0452,0.04524,0.0169491525423729
"24","MF","GO:0070491","repressing transcription factor binding",65,1,0.05,27,0.0497,0.04973,0.0153846153846154
"25","MF","GO:0003725","double-stranded RNA binding",68,1,0.05,28,0.052,0.05197,0.0147058823529412
"26","MF","GO:0031490","chromatin DNA binding",71,1,0.06,29,0.0542,0.05421,0.0140845070422535
"27","MF","GO:0000981","DNA-binding transcription factor activit...",493,2,0.39,30,0.0548,0.05478,0.00405679513184584
"28","MF","GO:0035258","steroid hormone receptor binding",77,1,0.06,31,0.0587,0.05866,0.012987012987013
"29","MF","GO:0004866","endopeptidase inhibitor activity",82,1,0.06,32,0.0624,0.06236,0.0121951219512195
"30","MF","GO:0005125","cytokine activity",85,1,0.07,33,0.0646,0.06458,0.0117647058823529
"31","BP","GO:0001754","eye photoreceptor cell differentiation",39,2,0.03,8,4e-04,4e-04,0.0512820512820513
"32","BP","GO:1901215","negative regulation of neuron death",212,3,0.17,10,5e-04,5e-04,0.0141509433962264
"33","BP","GO:0001954","positive regulation of cell-matrix adhes...",49,2,0.04,12,0.00063,0.00063,0.0408163265306122
"34","BP","GO:0048584","positive regulation of response to stimu...",1567,7,1.22,1,0.00116,4.5e-05,0.00446713465220166
"35","BP","GO:0040014","regulation of multicellular organism gro...",71,2,0.06,23,0.00133,0.00133,0.028169014084507
"36","BP","GO:0045639","positive regulation of myeloid cell diff...",73,2,0.06,26,0.0014,0.0014,0.0273972602739726
"37","BP","GO:0007167","enzyme linked receptor protein signaling...",695,4,0.54,27,0.00145,0.00145,0.00575539568345324
"38","BP","GO:0002687","positive regulation of leukocyte migrati...",89,2,0.07,33,0.00208,0.00208,0.0224719101123595
"39","BP","GO:0006259","DNA metabolic process",788,4,0.61,36,0.00231,0.00231,0.0050761421319797
"40","BP","GO:0035295","tube development",846,4,0.66,45,0.003,0.003,0.00472813238770686
"41","BP","GO:0007409","axonogenesis",396,3,0.31,46,0.00305,0.00305,0.00757575757575758
"42","BP","GO:0051345","positive regulation of hydrolase activit...",409,3,0.32,49,0.00334,0.00334,0.00733496332518337
"43","BP","GO:0022414","reproductive process",942,4,0.73,60,0.00443,0.00443,0.00424628450106157
"44","BP","GO:0098742","cell-cell adhesion via plasma-membrane a...",148,2,0.12,67,0.00563,0.00563,0.0135135135135135
"45","BP","GO:0001764","neuron migration",150,2,0.12,68,0.00578,0.00578,0.0133333333333333
"46","BP","GO:0071345","cellular response to cytokine stimulus",503,3,0.39,70,0.00597,0.00597,0.00596421471172962
"47","BP","GO:0045859","regulation of protein kinase activity",549,3,0.43,80,0.00762,0.00762,0.00546448087431694
