"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"1","MF","GO:0005178","integrin binding",109,1,0.01,1,0.0071,0.0071,0.00917431192660551
"2","MF","GO:0005096","GTPase activator activity",219,1,0.01,3,0.0143,0.0143,0.0045662100456621
"3","MF","GO:0035091","phosphatidylinositol binding",230,1,0.02,4,0.015,0.015,0.00434782608695652
"4","MF","GO:0030695","GTPase regulator activity",236,1,0.02,5,0.0154,0.0154,0.00423728813559322
"5","MF","GO:0060589","nucleoside-triphosphatase regulator acti...",272,1,0.02,6,0.0178,0.0178,0.00367647058823529
"6","MF","GO:0005543","phospholipid binding",371,1,0.02,7,0.0243,0.0243,0.00269541778975741
"7","MF","GO:0008047","enzyme activator activity",401,1,0.03,8,0.0262,0.0262,0.00249376558603491
"8","MF","GO:0008289","lipid binding",595,1,0.04,9,0.0389,0.0389,0.00168067226890756
"9","MF","GO:0019901","protein kinase binding",667,1,0.04,10,0.0436,0.0436,0.00149925037481259
"10","MF","GO:0019900","kinase binding",736,1,0.05,11,0.0481,0.0481,0.00135869565217391
"11","MF","GO:0030234","enzyme regulator activity",784,1,0.05,12,0.0513,0.0513,0.00127551020408163
"12","MF","GO:0098772","molecular function regulator",1296,1,0.08,15,0.0848,0.0848,0.000771604938271605
"13","MF","GO:0097367","carbohydrate derivative binding",1850,1,0.12,16,0.121,0.121,0.000540540540540541
"14","MF","GO:0019899","enzyme binding",2072,1,0.14,17,0.1355,0.1355,0.000482625482625483
"15","MF","GO:0043168","anion binding",2349,1,0.15,18,0.1536,0.1536,0.00042571306939123
"16","MF","GO:0043167","ion binding",4674,1,0.31,19,0.3057,0.3057,0.000213949507916132
"17","MF","GO:0003674","molecular_function",15291,1,1,22,1,1,6.53979465044798e-05
"18","MF","GO:0005488","binding",10292,1,0.67,21,1,0.6731,9.71628449280995e-05
"19","MF","GO:0005102","signaling receptor binding",1222,1,0.08,14,1,0.0799,0.000818330605564648
"20","MF","GO:0044877","protein-containing complex binding",1073,1,0.07,13,1,0.0702,0.000931966449207828
"21","MF","GO:0050839","cell adhesion molecule binding",201,1,0.01,2,1,0.0131,0.00497512437810945
"22","MF","GO:0005515","protein binding",7328,1,0.48,20,1,0.4792,0.00013646288209607
"23","MF","GO:0000030","mannosyltransferase activity",26,0,0,23,1,1,0
"24","MF","GO:0000049","tRNA binding",52,0,0,24,1,1,0
"25","MF","GO:0000062","fatty-acyl-CoA binding",23,0,0,25,1,1,0
"26","MF","GO:0000149","SNARE binding",113,0,0.01,26,1,1,0
"27","MF","GO:0000166","nucleotide binding",1806,0,0.12,27,1,1,0
"28","MF","GO:0000175","3'-5'-exoribonuclease activity",27,0,0,28,1,1,0
"29","MF","GO:0000217","DNA secondary structure binding",22,0,0,29,1,1,0
"30","MF","GO:0000287","magnesium ion binding",172,0,0.01,30,1,1,0
"31","BP","GO:0002693","positive regulation of cellular extravas...",21,1,0,1,0.0014,0.0014,0.0476190476190476
"32","BP","GO:0051894","positive regulation of focal adhesion as...",24,1,0,2,0.0016,0.0016,0.0416666666666667
"33","BP","GO:0061099","negative regulation of protein tyrosine ...",25,1,0,3,0.0016,0.0016,0.04
"34","BP","GO:0042462","eye photoreceptor cell development",27,1,0,4,0.0018,0.0018,0.037037037037037
"35","BP","GO:0051281","positive regulation of release of seques...",30,1,0,6,0.002,0.002,0.0333333333333333
"36","BP","GO:0050856","regulation of T cell receptor signaling ...",31,1,0,9,0.002,0.002,0.032258064516129
"37","BP","GO:0070570","regulation of neuron projection regenera...",35,1,0,10,0.0023,0.0023,0.0285714285714286
"38","BP","GO:0034113","heterotypic cell-cell adhesion",38,1,0,12,0.0025,0.0025,0.0263157894736842
"39","BP","GO:0003407","neural retina development",43,1,0,14,0.0028,0.0028,0.0232558139534884
"40","BP","GO:0060042","retina morphogenesis in camera-type eye",45,1,0,15,0.0029,0.0029,0.0222222222222222
"41","BP","GO:0043113","receptor clustering",62,1,0,25,0.004,0.004,0.0161290322580645
"42","BP","GO:0050771","negative regulation of axonogenesis",66,1,0,29,0.0043,0.0043,0.0151515151515152
"43","BP","GO:0007229","integrin-mediated signaling pathway",79,1,0.01,34,0.0051,0.0051,0.0126582278481013
"44","BP","GO:0050870","positive regulation of T cell activation",142,1,0.01,58,0.0092,0.0092,0.00704225352112676
"45","BP","GO:0043547","positive regulation of GTPase activity",179,1,0.01,68,0.0117,0.0117,0.00558659217877095
"46","BP","GO:0046777","protein autophosphorylation",221,1,0.01,81,0.0144,0.0144,0.00452488687782805
"47","BP","GO:0030336","negative regulation of cell migration",225,1,0.01,85,0.0147,0.0147,0.00444444444444444
"48","BP","GO:2000146","negative regulation of cell motility",234,1,0.02,88,0.0152,0.0152,0.00427350427350427
"49","BP","GO:0043087","regulation of GTPase activity",254,1,0.02,96,0.0165,0.0165,0.00393700787401575
"50","BP","GO:0051271","negative regulation of cellular componen...",268,1,0.02,102,0.0175,0.0175,0.00373134328358209
"51","BP","GO:0040013","negative regulation of locomotion",280,1,0.02,104,0.0182,0.0182,0.00357142857142857
"52","BP","GO:0002683","negative regulation of immune system pro...",372,1,0.02,123,0.0242,0.0242,0.00268817204301075
"53","BP","GO:0071900","regulation of protein serine/threonine k...",373,1,0.02,125,0.0243,0.0243,0.00268096514745308
"54","BP","GO:0001525","angiogenesis",413,1,0.03,134,0.0269,0.0269,0.00242130750605327
"55","BP","GO:0051345","positive regulation of hydrolase activit...",431,1,0.03,136,0.0281,0.0281,0.00232018561484919
"56","BP","GO:0048514","blood vessel morphogenesis",501,1,0.03,151,0.0326,0.0326,0.00199600798403194
"57","BP","GO:0001568","blood vessel development",581,1,0.04,166,0.0378,0.0378,0.00172117039586919
"58","BP","GO:0001944","vasculature development",608,1,0.04,173,0.0396,0.0396,0.00164473684210526
"59","BP","GO:0072358","cardiovascular system development",620,1,0.04,177,0.0404,0.0404,0.00161290322580645
"60","BP","GO:0035239","tube morphogenesis",730,1,0.05,192,0.0476,0.0476,0.00136986301369863
"61","CC","GO:0030673","axolemma",20,1,0,1,0.0013,0.0013,0.05
"62","CC","GO:0032809","neuronal cell body membrane",32,1,0,2,0.0021,0.0021,0.03125
"63","CC","GO:0032590","dendrite membrane",43,1,0,4,0.0028,0.0028,0.0232558139534884
"64","CC","GO:0046658","anchored component of plasma membrane",53,1,0,5,0.0034,0.0034,0.0188679245283019
"65","CC","GO:0030426","growth cone",194,1,0.01,10,0.0124,0.0124,0.00515463917525773
