"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"32","BP","GO:0046174","polyol catabolic process",20,1,0.01,6,0.0091,0.00912,0.05
"33","BP","GO:0032959","inositol trisphosphate biosynthetic proc...",21,1,0.01,7,0.0096,0.00957,0.0476190476190476
"34","BP","GO:0045671","negative regulation of osteoclast differ...",22,1,0.01,8,0.01,0.01003,0.0454545454545455
"35","BP","GO:0046856","phosphatidylinositol dephosphorylation",24,1,0.01,9,0.0109,0.01094,0.0416666666666667
"36","BP","GO:0006874","cellular calcium ion homeostasis",368,2,0.17,10,0.0112,0.01119,0.00543478260869565
"37","BP","GO:0001523","retinoid metabolic process",26,1,0.01,12,0.0118,0.01184,0.0384615384615385
"38","BP","GO:0055074","calcium ion homeostasis",379,2,0.17,13,0.0118,0.01184,0.00527704485488127
"39","BP","GO:0072503","cellular divalent inorganic cation homeo...",388,2,0.18,14,0.0124,0.01239,0.00515463917525773
"40","BP","GO:0016101","diterpenoid metabolic process",28,1,0.01,15,0.0127,0.01275,0.0357142857142857
"41","BP","GO:0072507","divalent inorganic cation homeostasis",407,2,0.19,16,0.0136,0.01358,0.00491400491400491
"42","BP","GO:0006721","terpenoid metabolic process",31,1,0.01,17,0.0141,0.01411,0.032258064516129
"43","BP","GO:0009112","nucleobase metabolic process",31,1,0.01,18,0.0141,0.01411,0.032258064516129
"44","BP","GO:0043647","inositol phosphate metabolic process",60,2,0.03,2,0.0152,0.00031,0.0333333333333333
"45","BP","GO:1902692","regulation of neuroblast proliferation",34,1,0.02,20,0.0155,0.01546,0.0294117647058824
"46","BP","GO:0002762","negative regulation of myeloid leukocyte...",36,1,0.02,21,0.0164,0.01636,0.0277777777777778
"47","BP","GO:0046839","phospholipid dephosphorylation",36,1,0.02,22,0.0164,0.01636,0.0277777777777778
"48","BP","GO:0006875","cellular metal ion homeostasis",452,2,0.21,23,0.0166,0.01658,0.00442477876106195
"49","BP","GO:0034308","primary alcohol metabolic process",42,1,0.02,25,0.0191,0.01907,0.0238095238095238
"51","BP","GO:0046850","regulation of bone remodeling",46,1,0.02,28,0.0209,0.02087,0.0217391304347826
"53","BP","GO:0032835","glomerulus development",47,1,0.02,30,0.0213,0.02132,0.0212765957446809
"56","BP","GO:0006720","isoprenoid metabolic process",49,1,0.02,34,0.0222,0.02222,0.0204081632653061
"57","BP","GO:0098900","regulation of action potential",50,1,0.02,35,0.0227,0.02267,0.02
"59","BP","GO:0045670","regulation of osteoclast differentiation",56,1,0.03,37,0.0254,0.02536,0.0178571428571429
