"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"1","MF","GO:0005178","integrin binding",108,3,0.21,1,0.0012,0.0012,0.0277777777777778
"2","MF","GO:0032934","sterol binding",47,2,0.09,3,0.0039,0.0039,0.0425531914893617
"3","MF","GO:0022838","substrate-specific channel activity",334,4,0.66,4,0.0041,0.0041,0.0119760479041916
"4","MF","GO:0001540","amyloid-beta binding",54,2,0.11,7,0.0051,0.0051,0.037037037037037
"5","MF","GO:0019888","protein phosphatase regulator activity",64,2,0.13,8,0.0071,0.0071,0.03125
"6","MF","GO:0015318","inorganic molecular entity transmembrane...",632,5,1.25,10,0.0075,0.0075,0.00791139240506329
"7","MF","GO:0008081","phosphoric diester hydrolase activity",77,2,0.15,13,0.0101,0.0101,0.025974025974026
"8","MF","GO:0022890","inorganic cation transmembrane transport...",463,4,0.92,16,0.0126,0.0126,0.00863930885529158
"9","MF","GO:0005261","cation channel activity",256,3,0.51,17,0.0139,0.0139,0.01171875
"10","MF","GO:0008324","cation transmembrane transporter activit...",503,4,1,18,0.0167,0.0167,0.00795228628230616
"11","MF","GO:0015077","monovalent inorganic cation transmembran...",285,3,0.56,19,0.0184,0.0184,0.0105263157894737
"12","MF","GO:0019838","growth factor binding",118,2,0.23,21,0.0227,0.0227,0.0169491525423729
"13","MF","GO:0042578","phosphoric ester hydrolase activity",318,3,0.63,22,0.0245,0.0245,0.00943396226415094
"14","MF","GO:0005216","ion channel activity",328,3,0.65,23,0.0266,0.0266,0.00914634146341463
"15","MF","GO:0005543","phospholipid binding",363,3,0.72,26,0.0344,0.0344,0.00826446280991736
"16","MF","GO:0140103","catalytic activity, acting on a glycopro...",20,1,0.04,27,0.0389,0.0389,0.05
"17","MF","GO:0030234","enzyme regulator activity",770,6,1.53,2,0.04,0.0035,0.00779220779220779
"18","MF","GO:0001223","transcription coactivator binding",21,1,0.04,28,0.0408,0.0408,0.0476190476190476
"19","MF","GO:0048156","tau protein binding",21,1,0.04,29,0.0408,0.0408,0.0476190476190476
"20","MF","GO:0005516","calmodulin binding",164,2,0.33,30,0.0416,0.0416,0.0121951219512195
"21","MF","GO:0050750","low-density lipoprotein particle recepto...",22,1,0.04,31,0.0427,0.0427,0.0454545454545455
"22","MF","GO:0005227","calcium activated cation channel activit...",22,1,0.04,32,0.0427,0.0427,0.0454545454545455
"23","MF","GO:0008047","enzyme activator activity",396,3,0.78,33,0.0428,0.0428,0.00757575757575758
"24","MF","GO:0015075","ion transmembrane transporter activity",681,4,1.35,34,0.044,0.044,0.00587371512481645
"25","MF","GO:0005520","insulin-like growth factor binding",23,1,0.05,35,0.0446,0.0446,0.0434782608695652
