"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"31","BP","GO:0007411","axon guidance",200,10,1.31,9,7.3e-07,7.3e-07,0.05
"32","BP","GO:0050771","negative regulation of axonogenesis",65,6,0.42,22,4.1e-06,4.1e-06,0.0923076923076923
"33","BP","GO:0016339","calcium-dependent cell-cell adhesion via...",26,4,0.17,35,2.3e-05,2.3e-05,0.153846153846154
"34","BP","GO:2000300","regulation of synaptic vesicle exocytosi...",93,6,0.61,37,3.2e-05,3.2e-05,0.0645161290322581
"35","BP","GO:0044331","cell-cell adhesion mediated by cadherin",31,4,0.2,44,4.7e-05,4.7e-05,0.129032258064516
"36","BP","GO:0007156","homophilic cell adhesion via plasma memb...",89,5,0.58,77,0.00029,0.00029,0.0561797752808989
"37","BP","GO:0007043","cell-cell junction assembly",91,5,0.59,78,0.00032,0.00032,0.0549450549450549
"38","BP","GO:0048670","regulation of collateral sprouting",23,3,0.15,82,0.00044,0.00044,0.130434782608696
"40","BP","GO:0021952","central nervous system projection neuron...",26,3,0.17,87,0.00063,0.00063,0.115384615384615
"41","BP","GO:0009101","glycoprotein biosynthetic process",245,7,1.6,95,0.00112,0.00112,0.0285714285714286
"42","BP","GO:0048013","ephrin receptor signaling pathway",32,3,0.21,98,0.00117,0.00117,0.09375
"44","BP","GO:0021953","central nervous system neuron differenti...",165,8,1.08,31,0.00192,1.2e-05,0.0484848484848485
"45","BP","GO:0050919","negative chemotaxis",43,3,0.28,117,0.00277,0.00277,0.0697674418604651
"46","BP","GO:0001764","neuron migration",157,5,1.03,122,0.00368,0.00368,0.0318471337579618
"47","BP","GO:0051963","regulation of synapse assembly",108,4,0.71,126,0.00548,0.00548,0.037037037037037
"48","BP","GO:0007416","synapse assembly",165,7,1.08,52,0.0056,1e-04,0.0424242424242424
"49","BP","GO:1990138","neuron projection extension",176,5,1.15,130,0.00596,0.00596,0.0284090909090909
"50","BP","GO:0050773","regulation of dendrite development",176,5,1.15,131,0.00596,0.00596,0.0284090909090909
"51","BP","GO:0032413","negative regulation of ion transmembrane...",57,3,0.37,132,0.00614,0.00614,0.0526315789473684
"52","BP","GO:0021675","nerve development",59,3,0.39,134,0.00676,0.00676,0.0508474576271186
"53","BP","GO:0048640","negative regulation of developmental gro...",116,4,0.76,135,0.00704,0.00704,0.0344827586206897
"54","BP","GO:0060996","dendritic spine development",117,4,0.76,136,0.00726,0.00726,0.0341880341880342
"55","BP","GO:0034332","adherens junction organization",118,4,0.77,137,0.00748,0.00748,0.0338983050847458
"56","BP","GO:0010829","negative regulation of glucose transmemb...",21,2,0.14,139,0.00819,0.00819,0.0952380952380952
"58","BP","GO:0098742","cell-cell adhesion via plasma-membrane a...",162,8,1.06,27,0.00851,1.1e-05,0.0493827160493827
"59","BP","GO:2000310","regulation of NMDA receptor activity",22,2,0.14,141,0.00897,0.00897,0.0909090909090909
"60","BP","GO:1904375","regulation of protein localization to ce...",126,4,0.82,143,0.00937,0.00937,0.0317460317460317
