"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"31","BP","GO:0050770","regulation of axonogenesis",188,2,0.03,1,4e-04,4e-04,0.0106382978723404
"32","BP","GO:0003272","endocardial cushion formation",20,1,0,9,0.0037,0.0037,0.05
"33","BP","GO:0034114","regulation of heterotypic cell-cell adhe...",20,1,0,10,0.0037,0.0037,0.05
"34","BP","GO:0002693","positive regulation of cellular extravas...",20,1,0,11,0.0037,0.0037,0.05
"35","BP","GO:0003176","aortic valve development",20,1,0,12,0.0037,0.0037,0.05
"36","BP","GO:0003177","pulmonary valve development",20,1,0,13,0.0037,0.0037,0.05
"37","BP","GO:0001759","organ induction",20,1,0,14,0.0037,0.0037,0.05
"38","BP","GO:0050858","negative regulation of antigen receptor-...",21,1,0,15,0.0039,0.0039,0.0476190476190476
"40","BP","GO:0061099","negative regulation of protein tyrosine ...",24,1,0,21,0.0044,0.0044,0.0416666666666667
"41","BP","GO:0060914","heart formation",24,1,0,22,0.0044,0.0044,0.0416666666666667
"42","BP","GO:0003148","outflow tract septum morphogenesis",24,1,0,23,0.0044,0.0044,0.0416666666666667
"43","BP","GO:0051894","positive regulation of focal adhesion as...",25,1,0,25,0.0046,0.0046,0.04
"44","BP","GO:0042462","eye photoreceptor cell development",31,1,0.01,36,0.0057,0.0057,0.032258064516129
"45","BP","GO:0051281","positive regulation of release of seques...",32,1,0.01,41,0.0059,0.0059,0.03125
"46","BP","GO:0021884","forebrain neuron development",34,1,0.01,42,0.0063,0.0063,0.0294117647058824
"47","BP","GO:2000826","regulation of heart morphogenesis",34,1,0.01,43,0.0063,0.0063,0.0294117647058824
"48","BP","GO:0070570","regulation of neuron projection regenera...",35,1,0.01,44,0.0065,0.0065,0.0285714285714286
"49","BP","GO:0050856","regulation of T cell receptor signaling ...",36,1,0.01,45,0.0067,0.0067,0.0277777777777778
"50","BP","GO:0021772","olfactory bulb development",36,1,0.01,46,0.0067,0.0067,0.0277777777777778
"51","BP","GO:0045747","positive regulation of Notch signaling p...",38,1,0.01,47,0.007,0.007,0.0263157894736842
"52","BP","GO:0003179","heart valve morphogenesis",39,1,0.01,49,0.0072,0.0072,0.0256410256410256
"53","BP","GO:0060412","ventricular septum morphogenesis",40,1,0.01,50,0.0074,0.0074,0.025
"54","BP","GO:0050919","negative chemotaxis",44,1,0.01,55,0.0081,0.0081,0.0227272727272727
"55","BP","GO:0003407","neural retina development",48,1,0.01,61,0.0089,0.0089,0.0208333333333333
"56","BP","GO:0060042","retina morphogenesis in camera-type eye",49,1,0.01,63,0.0091,0.0091,0.0204081632653061
"57","BP","GO:0008038","neuron recognition",49,1,0.01,64,0.0091,0.0091,0.0204081632653061
"58","BP","GO:0050922","negative regulation of chemotaxis",49,1,0.01,65,0.0091,0.0091,0.0204081632653061
"60","BP","GO:0035904","aorta development",56,1,0.01,75,0.0103,0.0103,0.0178571428571429
