"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"1","MF","GO:0005178","integrin binding",113,3,0.27,2,0.0024,0.0024,0.0265486725663717
"2","MF","GO:0004869","cysteine-type endopeptidase inhibitor ac...",38,2,0.09,3,0.0037,0.0037,0.0526315789473684
"3","MF","GO:0030971","receptor tyrosine kinase binding",69,2,0.16,4,0.0117,0.0117,0.0289855072463768
"4","MF","GO:0042802","identical protein binding",1649,9,3.93,5,0.0134,0.0134,0.00545785324439054
"5","MF","GO:0008081","phosphoric diester hydrolase activity",80,2,0.19,6,0.0156,0.0156,0.025
"6","MF","GO:0015318","inorganic molecular entity transmembrane...",656,5,1.56,7,0.0189,0.0189,0.00762195121951219
"7","MF","GO:1990782","protein tyrosine kinase binding",91,2,0.22,8,0.0198,0.0198,0.021978021978022
"8","MF","GO:0019899","enzyme binding",2111,10,5.03,9,0.0228,0.0228,0.00473709142586452
"9","MF","GO:0019904","protein domain specific binding",716,5,1.71,11,0.0265,0.0265,0.00698324022346369
"10","MF","GO:0022890","inorganic cation transmembrane transport...",479,4,1.14,12,0.0265,0.0265,0.00835073068893528
"11","MF","GO:0030165","PDZ domain binding",112,2,0.27,16,0.0292,0.0292,0.0178571428571429
"12","MF","GO:0019900","kinase binding",751,5,1.79,17,0.0317,0.0317,0.0066577896138482
"13","MF","GO:0030674","protein binding, bridging",122,2,0.29,18,0.0341,0.0341,0.0163934426229508
"14","MF","GO:0008324","cation transmembrane transporter activit...",523,4,1.25,19,0.035,0.035,0.00764818355640535
"15","MF","GO:0046914","transition metal ion binding",790,5,1.88,20,0.0382,0.0382,0.00632911392405063
"16","MF","GO:0046872","metal ion binding",3012,12,7.18,21,0.0421,0.0421,0.00398406374501992
"17","MF","GO:0001848","complement binding",20,1,0.05,23,0.0466,0.0466,0.05
"18","MF","GO:0015295","solute:proton symporter activity",20,1,0.05,24,0.0466,0.0466,0.05
"19","MF","GO:0022857","transmembrane transporter activity",847,5,2.02,25,0.0491,0.0491,0.00590318772136954
"20","MF","GO:0043169","cation binding",3090,12,7.37,26,0.05,0.05,0.00388349514563107
"21","MF","GO:0008270","zinc ion binding",590,4,1.41,27,0.0507,0.0507,0.00677966101694915
"22","MF","GO:0072509","divalent inorganic cation transmembrane ...",22,1,0.05,28,0.0512,0.0512,0.0454545454545455
"23","MF","GO:0043325","phosphatidylinositol-3,4-bisphosphate bi...",23,1,0.05,29,0.0535,0.0535,0.0434782608695652
"24","MF","GO:0046873","metal ion transmembrane transporter acti...",366,3,0.87,30,0.0561,0.0561,0.00819672131147541
"25","MF","GO:1904680","peptide transmembrane transporter activi...",25,1,0.06,31,0.058,0.058,0.04
"26","MF","GO:0008066","glutamate receptor activity",26,1,0.06,32,0.0602,0.0602,0.0384615384615385
"27","MF","GO:0004114","3',5'-cyclic-nucleotide phosphodiesteras...",26,1,0.06,33,0.0602,0.0602,0.0384615384615385
"28","MF","GO:0004112","cyclic-nucleotide phosphodiesterase acti...",27,1,0.06,35,0.0625,0.0625,0.037037037037037
"29","MF","GO:0030551","cyclic nucleotide binding",29,1,0.07,36,0.0669,0.0669,0.0344827586206897
"30","MF","GO:0005215","transporter activity",929,5,2.21,37,0.0678,0.0678,0.00538213132400431
"31","BP","GO:0006882","cellular zinc ion homeostasis",20,3,0.05,4,1.3e-05,1.3e-05,0.15
"32","BP","GO:0007263","nitric oxide mediated signal transductio...",22,3,0.05,7,1.7e-05,1.7e-05,0.136363636363636
"33","BP","GO:0032835","glomerulus development",50,3,0.12,18,0.00021,0.00021,0.06
"34","BP","GO:0043536","positive regulation of blood vessel endo...",51,3,0.12,20,0.00022,0.00022,0.0588235294117647
"35","BP","GO:0007605","sensory perception of sound",131,4,0.3,21,0.00023,0.00023,0.0305343511450382
"36","BP","GO:0071276","cellular response to cadmium ion",20,2,0.05,29,0.00096,0.00096,0.1
"37","BP","GO:0046688","response to copper ion",21,2,0.05,31,0.00106,0.00106,0.0952380952380952
"38","BP","GO:0051209","release of sequestered calcium ion into ...",95,3,0.22,34,0.00136,0.00136,0.0315789473684211
"39","BP","GO:0043066","negative regulation of apoptotic process",777,7,1.8,44,0.00176,0.00176,0.00900900900900901
"40","BP","GO:0010043","response to zinc ion",28,2,0.06,47,0.00189,0.00189,0.0714285714285714
"41","BP","GO:0098754","detoxification",37,2,0.09,67,0.00329,0.00329,0.0540540540540541
"42","BP","GO:0050918","positive chemotaxis",38,2,0.09,69,0.00347,0.00347,0.0526315789473684
"43","BP","GO:0050974","detection of mechanical stimulus involve...",39,2,0.09,70,0.00365,0.00365,0.0512820512820513
"44","BP","GO:0048015","phosphatidylinositol-mediated signaling",135,3,0.31,71,0.00369,0.00369,0.0222222222222222
"45","BP","GO:0051050","positive regulation of transport",891,7,2.06,73,0.0038,0.0038,0.00785634118967452
"46","BP","GO:0048010","vascular endothelial growth factor recep...",43,2,0.1,83,0.00442,0.00442,0.0465116279069767
"47","BP","GO:0048584","positive regulation of response to stimu...",1741,10,4.02,86,0.00492,0.00492,0.00574382538770821
"48","BP","GO:0021587","cerebellum morphogenesis",48,2,0.11,88,0.00548,0.00548,0.0416666666666667
"49","BP","GO:0010646","regulation of cell communication",2713,13,6.27,91,0.0057,0.0057,0.0047917434574272
"50","BP","GO:0023051","regulation of signaling",2733,13,6.32,94,0.00607,0.00607,0.00475667764361508
"51","BP","GO:0051216","cartilage development",165,3,0.38,97,0.00645,0.00645,0.0181818181818182
"52","BP","GO:0007416","synapse assembly",167,3,0.39,98,0.00667,0.00667,0.0179640718562874
"53","BP","GO:0003018","vascular process in circulatory system",171,3,0.4,101,0.00712,0.00712,0.0175438596491228
"54","BP","GO:0008284","positive regulation of cell proliferatio...",763,6,1.76,103,0.0075,0.0075,0.00786369593709043
"55","BP","GO:0042306","regulation of protein import into nucleu...",57,2,0.13,104,0.00766,0.00766,0.0350877192982456
