"","category","GO.ID","Term","Annotated","Significant","Expected","Rank in Fisher.classic","Fisher.elim","Fisher.classic","gene_ratio"
"1","MF","GO:0048018","receptor ligand activity",263,2,0.1,1,0.0043,0.0043,0.00760456273764259
"2","MF","GO:0003755","peptidyl-prolyl cis-trans isomerase acti...",32,1,0.01,4,0.0126,0.0126,0.03125
"3","MF","GO:0046982","protein heterodimerization activity",478,2,0.19,5,0.0137,0.0137,0.00418410041841004
"4","MF","GO:0016859","cis-trans isomerase activity",36,1,0.01,6,0.0142,0.0142,0.0277777777777778
"5","MF","GO:0005544","calcium-dependent phospholipid binding",43,1,0.02,7,0.0169,0.0169,0.0232558139534884
"6","MF","GO:0005179","hormone activity",54,1,0.02,8,0.0212,0.0212,0.0185185185185185
"7","MF","GO:0045296","cadherin binding",56,1,0.02,9,0.0219,0.0219,0.0178571428571429
"8","MF","GO:0048306","calcium-dependent protein binding",65,1,0.03,10,0.0254,0.0254,0.0153846153846154
"9","MF","GO:0004896","cytokine receptor activity",78,1,0.03,11,0.0305,0.0305,0.0128205128205128
"10","MF","GO:0008013","beta-catenin binding",81,1,0.03,12,0.0316,0.0316,0.0123456790123457
"11","MF","GO:0042562","hormone binding",82,1,0.03,13,0.032,0.032,0.0121951219512195
"12","MF","GO:0008083","growth factor activity",93,1,0.04,14,0.0362,0.0362,0.010752688172043
"13","MF","GO:0019955","cytokine binding",101,1,0.04,15,0.0393,0.0393,0.0099009900990099
"14","MF","GO:0005125","cytokine activity",103,1,0.04,16,0.04,0.04,0.00970873786407767
"15","MF","GO:0031072","heat shock protein binding",127,1,0.05,17,0.0492,0.0492,0.0078740157480315
"16","MF","GO:0016853","isomerase activity",137,1,0.05,18,0.053,0.053,0.0072992700729927
"17","MF","GO:0051015","actin filament binding",177,1,0.07,19,0.068,0.068,0.00564971751412429
"18","MF","GO:0005126","cytokine receptor binding",187,1,0.07,20,0.0717,0.0717,0.0053475935828877
"19","MF","GO:0046983","protein dimerization activity",1178,2,0.47,21,0.0732,0.0732,0.00169779286926995
"20","MF","GO:0050839","cell adhesion molecule binding",206,1,0.08,22,0.0787,0.0787,0.00485436893203883
"21","MF","GO:0004857","enzyme inhibitor activity",249,1,0.1,24,0.0945,0.0945,0.00401606425702811
"22","MF","GO:0042802","identical protein binding",1633,2,0.65,26,0.1295,0.1295,0.00122473974280465
