gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	26	27	28	29	30	32	35	36	37	38	39	40
KLRG2	A4D1S0	False	KLRG2_HUMAN		CPI-SS0A7B487D4	0.0010330396	0.003912509	0.000767424	0.0	0.0060863794	0.0	0.008590534	0.0134631482	0.0	0.002650629	0.0	0.0078033419	0.0	0.0	0.0107488514	0.0	0.0	0.0069827638	0.0	0.0	0.0	0.0037416372	0.0	0.0	0.0	0.1035518222	0.0632974327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRG2	A4D1S0	False	KLRG2_HUMAN		CPI-SS0FEC87269	0.0010330396	0.003912509	0.000767424	0.0	0.0060863794	0.0	0.008590534	0.0134631482	0.0	0.002650629	0.0	0.0078033419	0.0	0.0	0.0107488514	0.0	0.0	0.0069827638	0.0	0.0	0.0	0.0037416372	0.0	0.0	0.0	0.1035518222	0.0632974327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS00A8596B5	0.1200916719	0.0821358284	0.1171346353	0.1025014594	0.0150378821	0.0207123787	0.0629869416	0.0831528713	0.1960571621	0.0886938299	0.1462309761	0.1501579049	0.1194146139	0.1112728822	0.0819616893	0.0887752909	0.0804351301	0.1216216699	0.117953305	0.1121877483	0.0682692705	0.1010585912	0.0573791699	0.0588824324	0.0275354804	0.3622726222	0.0800238062	0.0317291071	0.2240277632	0.0749319	0.1459308198	0.0	0.1275965476	0.4415964179	0.0868876977	0.0	0.05839416
KLRG2	A4D1S0	False	KLRG2_HUMAN		CPI-SS044DF8749	0.0010330396	0.003912509	0.000767424	0.0	0.0060863794	0.0	0.008590534	0.0134631482	0.0	0.002650629	0.0	0.0078033419	0.0	0.0	0.0107488514	0.0	0.0	0.0069827638	0.0	0.0	0.0	0.0037416372	0.0	0.0	0.0	0.1035518222	0.0632974327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALR2	O43603	False	GALR2_HUMAN		CPI-SS0F8ABC300	0.0005171493	0.0	0.0	0.0	0.0	0.0	0.0	0.0010526914	0.0	0.0	0.0	0.0	0.0	0.0016610324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALR3	O60755	False	GALR3_HUMAN		CPI-SS0E70DD97F	0.0	0.0	0.0006278893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0081880103	0.0015311419	0.0	0.0	0.0	0.0	0.0	0.0034459978	0.0	0.0	0.0064923552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS0B84DAE3D	0.1200916719	0.0821358284	0.1171346353	0.1025014594	0.0150378821	0.0207123787	0.0629869416	0.0831528713	0.1960571621	0.0886938299	0.1462309761	0.1501579049	0.1194146139	0.1112728822	0.0819616893	0.0887752909	0.0804351301	0.1216216699	0.117953305	0.1121877483	0.0682692705	0.1010585912	0.0573791699	0.0588824324	0.0275354804	0.3622726222	0.0800238062	0.0317291071	0.2240277632	0.0749319	0.1459308198	0.0	0.1275965476	0.4415964179	0.0868876977	0.0	0.05839416
PVR	P15151	False	PVR_HUMAN		CPI-SS0A8627ED6	0.1200916719	0.0821358284	0.1171346353	0.1025014594	0.0150378821	0.0207123787	0.0629869416	0.0831528713	0.1960571621	0.0886938299	0.1462309761	0.1501579049	0.1194146139	0.1112728822	0.0819616893	0.0887752909	0.0804351301	0.1216216699	0.117953305	0.1121877483	0.0682692705	0.1010585912	0.0573791699	0.0588824324	0.0275354804	0.3622726222	0.0800238062	0.0317291071	0.2240277632	0.0749319	0.1459308198	0.0	0.1275965476	0.4415964179	0.0868876977	0.0	0.05839416
PVR	P15151	False	PVR_HUMAN		CPI-SS00561BBD7	0.1200916719	0.0821358284	0.1171346353	0.1025014594	0.0150378821	0.0207123787	0.0629869416	0.0831528713	0.1960571621	0.0886938299	0.1462309761	0.1501579049	0.1194146139	0.1112728822	0.0819616893	0.0887752909	0.0804351301	0.1216216699	0.117953305	0.1121877483	0.0682692705	0.1010585912	0.0573791699	0.0588824324	0.0275354804	0.3622726222	0.0800238062	0.0317291071	0.2240277632	0.0749319	0.1459308198	0.0	0.1275965476	0.4415964179	0.0868876977	0.0	0.05839416
