gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	26	27	28	29	30	32	35	36	37	38	39	40
KLRG2	A4D1S0	False	KLRG2_HUMAN		CPI-SS0A7B487D4	0.0	0.0022567697	0.0007226738	0.0108145033	0.0269898316	0.0	0.0	0.0027844866	0.0	0.0040299279	0.0013263363	0.0	0.0	0.004459699	0.0	0.0	0.0	0.0094899534	0.0	0.0	0.0	0.0	0.0	0.0	0.0039022063	0.0	0.0157689612	0.0	0.0	0.0128249504	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRG2	A4D1S0	False	KLRG2_HUMAN		CPI-SS0FEC87269	0.0	0.0022567697	0.0007226738	0.0108145033	0.0269898316	0.0	0.0	0.0027844866	0.0	0.0040299279	0.0013263363	0.0	0.0	0.004459699	0.0	0.0	0.0	0.0094899534	0.0	0.0	0.0	0.0	0.0	0.0	0.0039022063	0.0	0.0157689612	0.0	0.0	0.0128249504	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS00A8596B5	0.155964657	0.0599663842	0.0929581761	0.1011700586	0.0159740838	0.0	0.0915361033	0.0800112683	0.431693186	0.1278723443	0.1457980021	0.0894627094	0.0900618653	0.0865973503	0.0498002088	0.0778073116	0.0911041888	0.1285018891	0.0759312116	0.0932850415	0.0867307436	0.0737644284	0.1208626212	0.1122897635	0.0389668026	0.0452739606	0.034340954	0.0	0.08188	0.1187556738	0.0839253846	0.2016490568	0.0715475603	0.24415497	0.0833944808	0.0	0.05942555
KLRG2	A4D1S0	False	KLRG2_HUMAN		CPI-SS044DF8749	0.0	0.0022567697	0.0007226738	0.0108145033	0.0269898316	0.0	0.0	0.0027844866	0.0	0.0040299279	0.0013263363	0.0	0.0	0.004459699	0.0	0.0	0.0	0.0094899534	0.0	0.0	0.0	0.0	0.0	0.0	0.0039022063	0.0	0.0157689612	0.0	0.0	0.0128249504	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALR2	O43603	False	GALR2_HUMAN		CPI-SS0F8ABC300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037879792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0275201585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS0B84DAE3D	0.155964657	0.0599663842	0.0929581761	0.1011700586	0.0159740838	0.0	0.0915361033	0.0800112683	0.431693186	0.1278723443	0.1457980021	0.0894627094	0.0900618653	0.0865973503	0.0498002088	0.0778073116	0.0911041888	0.1285018891	0.0759312116	0.0932850415	0.0867307436	0.0737644284	0.1208626212	0.1122897635	0.0389668026	0.0452739606	0.034340954	0.0	0.08188	0.1187556738	0.0839253846	0.2016490568	0.0715475603	0.24415497	0.0833944808	0.0	0.05942555
PVR	P15151	False	PVR_HUMAN		CPI-SS0A8627ED6	0.155964657	0.0599663842	0.0929581761	0.1011700586	0.0159740838	0.0	0.0915361033	0.0800112683	0.431693186	0.1278723443	0.1457980021	0.0894627094	0.0900618653	0.0865973503	0.0498002088	0.0778073116	0.0911041888	0.1285018891	0.0759312116	0.0932850415	0.0867307436	0.0737644284	0.1208626212	0.1122897635	0.0389668026	0.0452739606	0.034340954	0.0	0.08188	0.1187556738	0.0839253846	0.2016490568	0.0715475603	0.24415497	0.0833944808	0.0	0.05942555
PVR	P15151	False	PVR_HUMAN		CPI-SS00561BBD7	0.155964657	0.0599663842	0.0929581761	0.1011700586	0.0159740838	0.0	0.0915361033	0.0800112683	0.431693186	0.1278723443	0.1457980021	0.0894627094	0.0900618653	0.0865973503	0.0498002088	0.0778073116	0.0911041888	0.1285018891	0.0759312116	0.0932850415	0.0867307436	0.0737644284	0.1208626212	0.1122897635	0.0389668026	0.0452739606	0.034340954	0.0	0.08188	0.1187556738	0.0839253846	0.2016490568	0.0715475603	0.24415497	0.0833944808	0.0	0.05942555
PVR	P15151	False	PVR_HUMAN		CPI-SS0F1A060D4	0.155964657	0.0599663842	0.0929581761	0.1011700586	0.0159740838	0.0	0.0915361033	0.0800112683	0.431693186	0.1278723443	0.1457980021	0.0894627094	0.0900618653	0.0865973503	0.0498002088	0.0778073116	0.0911041888	0.1285018891	0.0759312116	0.0932850415	0.0867307436	0.0737644284	0.1208626212	0.1122897635	0.0389668026	0.0452739606	0.034340954	0.0	0.08188	0.1187556738	0.0839253846	0.2016490568	0.0715475603	0.24415497	0.0833944808	0.0	0.05942555
