id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	1|1	1|3	1|5	1|6	1|8	1|29	1|34	1|37	3|1	3|3	3|5	3|6	3|8	3|29	3|34	3|37	5|1	5|3	5|5	5|6	5|8	5|29	5|34	5|37	6|1	6|3	6|5	6|6	6|8	6|29	6|34	6|37	8|1	8|3	8|5	8|6	8|8	8|29	8|34	8|37	29|1	29|3	29|5	29|6	29|8	29|29	29|34	29|37	34|1	34|3	34|5	34|6	34|8	34|29	34|34	34|37	37|1	37|3	37|5	37|6	37|8	37|29	37|34	37|37
CPI-SS00A8596B5	PVR_TNFSF9	simple:P15151	simple:P41273	ENSG00000073008	ENSG00000125657	True	True	False	InnateDB-All	False	0.0675826021	0.060949418	0.0713697339	0.0563579251	0.0	0.0	0.0	0.0	0.091227824	0.0845946399	0.0950149559	0.080003147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0747618018	0.0681286177	0.0785489337	0.0635371248	0.0	0.0	0.0	0.0	0.1948228135	0.1881896294	0.1986099454	0.1835981365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8719816164	0.8653484323	0.8757687483	0.8607569394	0.0	0.0	0.0	0.0
CPI-SS0A8627ED6	PVR_CD226	simple:P15151	simple:Q15762	ENSG00000073008	ENSG00000150637	True	True	True	curated	False	0.0	0.0	0.0	0.0	0.0728280285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0964732504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0800072282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2000682399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8772270428	0.0	0.0	0.0
CPI-SS00561BBD7	PVR_TIGIT	simple:P15151	simple:Q495A1	ENSG00000073008	ENSG00000181847	True	True	False	curated	False	0.0	0.0756468324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0992920543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0828260321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2028870438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8800458467	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F1A060D4	PVR_NECTIN3	simple:P15151	simple:Q9NQS3	ENSG00000073008	ENSG00000177707	True	True	False	curated	False	0.1665830005	0.0631045561	0.1875985519	0.1912046588	0.1204185054	0.0	0.1427528962	0.0	0.1902282225	0.086749778	0.2112437739	0.2148498808	0.1440637273	0.0	0.1663981181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1737622003	0.0702837558	0.1947777517	0.1983838586	0.1275977051	0.0	0.1499320959	0.0	0.2938232119	0.1903447675	0.3148387633	0.3184448702	0.2476587168	0.0	0.2699931076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9709820148	0.8675035704	0.9919975662	0.9956036731	0.9248175197	0.0	0.9471519105	0.0
CPI-SS00550260E	CADM3_NECTIN3	simple:Q8N126	simple:Q9NQS3	ENSG00000162706	ENSG00000177707	False	False	False	curated	False	0.2489003706	0.1454219262	0.269915922	0.2735220289	0.2027358755	0.0	0.2250702663	0.0	0.2433675972	0.1398891527	0.2643831486	0.2679892555	0.197203102	0.0	0.2195374928	0.0	0.2727938558	0.1693154114	0.2938094072	0.2974155141	0.2266293607	0.0	0.2489637515	0.0	0.3177009198	0.2142224754	0.3387164712	0.3423225781	0.2715364247	0.0	0.2938708155	0.0	0.2909582622	0.1874798178	0.3119738136	0.3155799205	0.244793767	0.0	0.2671281578	0.0	1.1047634267	1.0012849823	1.1257789781	1.129385085	1.0585989316	0.0	1.0809333224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B990492C	CADM1_NECTIN3	simple:Q9BY67	simple:Q9NQS3	ENSG00000182985	ENSG00000177707	False	False	False	curated	False	1.8137210266	1.7102425822	1.834736578	1.8383426849	1.7675565315	0.0	1.7898909223	0.0	2.4573773781	2.3538989337	2.4783929295	2.4819990364	2.411212883	0.0	2.4335472738	0.0	1.7233279842	1.6198495397	1.7443435356	1.7479496424	1.677163489	0.0	1.6994978798	0.0	1.5002986729	1.3968202285	1.5213142243	1.5249203312	1.4541341777	0.0	1.4764685685	0.0	7.152436157	7.0489577126	7.1734517084	7.1770578153	7.1062716618	0.0	7.1286060527	0.0	3.6198939099	3.5164154655	3.6409094613	3.6445155682	3.5737294147	0.0	3.5960638056	0.0	3.3030942988	3.1996158544	3.3241098502	3.3277159571	3.2569298036	0.0	3.2792641944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C5E9FBFB	NECTIN1_NECTIN3	simple:Q15223	simple:Q9NQS3	ENSG00000110400	ENSG00000177707	True	True	False	curated	False	0.3499762348	0.2464977903	0.3709917862	0.3745978931	0.3038117396	0.0	0.3261461304	0.0	0.1644107814	0.060932337	0.1854263328	0.1890324397	0.1182462863	0.0	0.1405806771	0.0	0.3004959486	0.1970175042	0.3215115	0.3251176069	0.2543314534	0.0	0.2766658443	0.0	0.420009108	0.3165306635	0.4410246593	0.4446307662	0.3738446128	0.0	0.3961790036	0.0	0.1793441628	0.0758657184	0.2003597142	0.2039658211	0.1331796676	0.0	0.1555140584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9764336043	0.8729551599	0.9974491557	1.0010552626	0.9302691092	0.0	0.9526035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03859E16F	TIGIT_NECTIN3	simple:Q495A1	simple:Q9NQS3	ENSG00000181847	ENSG00000177707	False	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1624091516	0.0589307072	0.183424703	0.1870308099	0.1162446565	0.0	0.1385790473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02FBD007E	NECTIN2_NECTIN3	simple:Q92692	simple:Q9NQS3	ENSG00000130202	ENSG00000177707	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1841783628	0.0806999184	0.2051939142	0.2088000211	0.1380138676	0.0	0.1603482585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1471569075	0.0436784631	0.1681724589	0.1717785658	0.1009924124	0.0	0.1233268032	0.0	0.168959672	0.0654812276	0.1899752234	0.1935813303	0.1227951768	0.0	0.1451295676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09C06644C	CADM3_CADM1	simple:Q8N126	simple:Q9BY67	ENSG00000162706	ENSG00000182985	False	False	False	curated	False	1.8092760775	2.452932429	1.718883035	1.4958537237	7.1479912078	3.6154489607	3.2986493496	0.0	1.803743304	2.4473996555	1.7133502615	1.4903209503	7.1424584344	3.6099161873	3.2931165762	0.0	1.8331695627	2.4768259142	1.7427765202	1.5197472089	7.1718846931	3.6393424459	3.3225428348	0.0	1.8780766267	2.5217329781	1.7876835842	1.5646542729	7.216791757	3.6842495099	3.3674498988	0.0	1.851333969	2.4949903205	1.7609409266	1.5379116153	7.1900490994	3.6575068523	3.3407072412	0.0	2.6651391336	3.3087954851	2.5747460911	2.3517167798	8.0038542639	4.4713120168	4.1545124057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	ENSG00000182985	ENSG00000182985	False	False	False	curated	False	3.3740967335	4.017753085	3.283703691	3.0606743797	8.7128118639	5.1802696168	4.8634700056	0.0	4.017753085	4.6614094365	3.9273600425	3.7043307312	9.3564682153	5.8239259682	5.5071263571	0.0	3.283703691	3.9273600425	3.1933106485	2.9702813373	8.6224188214	5.0898765743	4.7730769632	0.0	3.0606743797	3.7043307312	2.9702813373	2.747252026	8.3993895101	4.866847263	4.5500476519	0.0	8.7128118639	9.3564682153	8.6224188214	8.3993895101	14.0515269942	10.5189847471	10.202185136	0.0	5.1802696168	5.8239259682	5.0898765743	4.866847263	10.5189847471	6.9864425	6.6696428889	0.0	4.8634700056	5.5071263571	4.7730769632	4.5500476519	10.202185136	6.6696428889	6.3528432778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C9696AAA	CRTAM_CADM1	simple:O95727	simple:Q9BY67	ENSG00000109943	ENSG00000182985	False	False	False	curated	False	1.7137930622	2.3574494137	1.6234000197	1.4003707084	7.0525081925	3.5199659454	3.2031663343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
